"pathway","pval","padj","log2err","ES","NES","size","leadingEdge","subtype","comparison","gene_set","direction","significant","pathway_clean"
"HALLMARK_ALLOGRAFT_REJECTION",2.93998392004139e-27,1.46999196002069e-25,1.3575740855908,0.912444605072453,1.74854899243014,187,
