"gene","baseMean","log2FoldChange","lfcSE","pvalue","padj","subtype","comparison","direction","significant"
"LINC01550",39.2570263462773,0.339214858896373,0.306517678396993,0.00203766514476982,0.0139173762481751,"LumB","High_Q4_vs_Low_Q1","NS",FALSE
"LINC00926",102.121187027455,0.59148832207787,0.21273139721614,0.00203834138856015,0.0139173762481751,"LumB","High_Q4_vs_Low_Q1","NS",FALSE
"ZNF852",155.656282435991,-0.363404781801615,0.122294016557088,0.00203946994636911,0.0139198250775211,"LumB","High_Q4_vs_Low_Q1","NS",FALSE
"LINC00539",80.1182127742565,-0.221197138827779,0.117451945082678,0.00204115253225886,0.0139260519936756,"LumB","High_Q4_vs_Low_Q1","NS",FALSE
"LY6S-AS1",63.7118719013916,0.683673803692738,0.252858202747858,0.00205058996155154,0.0139851627705967,"LumB","High_Q4_vs_Low_Q1","NS",FALSE
"RAP1GDS1",4286.2485802019,-0.418815041102031,0.144819148050491,0.00205184434478058,0.0139884410835719,"LumB","High_Q4_vs_Low_Q1","NS",FALSE
"LRIG1",9708.87773684246,-0.481226659264636,0.16667650071816,0.00205368669981078,0.0139957239097546,"LumB","High_Q4_vs_Low_Q1","NS",FALSE
"SNHG25",23.1462704410629,0.684970839564821,0.253784425420608,0.00206321993628148,0.01405539429087,"LumB","High_Q4_vs_Low_Q1","NS",FALSE
"ZNF774",259.494585979007,-0.416190413116668,0.142128469789682,0.00206401558013692,0.0140555185268834,"LumB","High_Q4_vs_Low_Q1","NS",FALSE
"SYTL3",425.328146578666,0.432597134111803,0.148104496229011,0.00206738713607708,0.0140678808506864,"LumB","High_Q4_vs_Low_Q1","NS",FALSE
"SLC25A21-AS1",127.756344189305,-0.578134174485911,0.208279648954958,0.00206723654730264,0.0140678808506864,"LumB","High_Q4_vs_Low_Q1","NS",FALSE
"GPR35",100.994065896719,0.503352438452756,0.175429821883024,0.00207462448025295,0.0141118173826085,"LumB","High_Q4_vs_Low_Q1","NS",FALSE
"LRP5",5685.523870703,-0.606549934156741,0.21881631775227,0.00208227371819039,0.0141583540960553,"LumB","High_Q4_vs_Low_Q1","NS",FALSE
"SNHG17",1500.14312204449,0.420086299380241,0.143373616724264,0.00208303218448601,0.0141583540960553,"LumB","High_Q4_vs_Low_Q1","NS",FALSE
"PTAR1",2592.5458711227,-0.345113120000371,0.117520262481624,0.00208904488521314,0.0141938863301968,"LumB","High_Q4_vs_Low_Q1","NS",FALSE
"CFI",81.6432804020134,0.537655492905071,0.189617727714719,0.00209018973595926,0.0141963299872815,"LumB","High_Q4_vs_Low_Q1","NS",FALSE
"CLCN5",646.85809025273,0.361489552593421,0.121527592808268,0.00209167415535644,0.0141994365205045,"LumB","High_Q4_vs_Low_Q1","NS",FALSE
"DENND1B",3902.18245415419,-0.633753246726592,0.233757601184792,0.00209221785899469,0.0141994365205045,"LumB","High_Q4_vs_Low_Q1","NS",FALSE
"MGAT3",152.300578564683,0.558940686283967,0.198482818081874,0.00209434843145946,0.0142085627169932,"LumB","High_Q4_vs_Low_Q1","NS",FALSE
"HERPUD1",7848.62090907476,0.341021473514721,0.113308536143594,0.00209516379816466,0.014208762742242,"LumB","High_Q4_vs_Low_Q1","NS",FALSE
"RLIM",5262.34752222296,-0.274073608019986,0.0914510973538662,0.00209610730812714,0.014209831320187,"LumB","High_Q4_vs_Low_Q1","NS",FALSE
"PARP9",9863.29368385413,0.444695660923538,0.15243706004855,0.00210710117623013,0.0142790064716045,"LumB","High_Q4_vs_Low_Q1","NS",FALSE
"KIAA0825",257.017222254107,-0.480327923369667,0.166007917427213,0.00211006403577707,0.0142937271513111,"LumB","High_Q4_vs_Low_Q1","NS",FALSE
"CASC2",255.405616993008,-0.452471803615723,0.156056693664774,0.00211585163110078,0.0143275646031094,"LumB","High_Q4_vs_Low_Q1","NS",FALSE
"SCO2",12.4297829740779,0.792639206209228,0.30609270555633,0.00211718002277317,0.014331192366806,"LumB","High_Q4_vs_Low_Q1","NS",FALSE
"ATP6V1D",4364.73970927096,-0.246466854176895,0.0800088684518252,0.00213383451997086,0.0144385210033956,"LumB","High_Q4_vs_Low_Q1","NS",FALSE
"LGALS8",6849.9704232125,-0.359744145997986,0.122530291148339,0.00213665937728027,0.0144522265399279,"LumB","High_Q4_vs_Low_Q1","NS",FALSE
"NPFFR2",29.9849950734051,-0.395914695103569,0.41305946372699,0.00213749430085685,0.0144524670753522,"LumB","High_Q4_vs_Low_Q1","NS",FALSE
"KRT81",344.34811508235,2.57605152721176,0.444617518912539,0.00214869382336561,0.0145227604958692,"LumB","High_Q4_vs_Low_Q1","UP",TRUE
"ARL3",2975.14294575566,-0.383696551190138,0.132613837582045,0.00215397603150884,0.0145530219169207,"LumB","High_Q4_vs_Low_Q1","NS",FALSE
"VEZF1",6253.13187625166,-0.327339738284804,0.112863530801548,0.00215606655923456,0.0145617046660294,"LumB","High_Q4_vs_Low_Q1","NS",FALSE
"RAB14",10455.9198703123,-0.289023605023007,0.0987058012734518,0.00215964433644606,0.0145804218084185,"LumB","High_Q4_vs_Low_Q1","NS",FALSE
"YY1",8170.41579758765,-0.255563262766012,0.0840953543510731,0.0021636282507983,0.014601865910576,"LumB","High_Q4_vs_Low_Q1","NS",FALSE
"ACP5",5046.86265209567,0.537072279135075,0.190374096659666,0.00216591667128785,0.0146064056012251,"LumB","High_Q4_vs_Low_Q1","NS",FALSE
"TMEM245",5016.33529723741,-0.306163519976099,0.10286748039292,0.00216585421922433,0.0146064056012251,"LumB","High_Q4_vs_Low_Q1","NS",FALSE
"PDGFRA",2135.48414402343,0.662158819075345,0.243509963033449,0.00216937319883794,0.0146242607885868,"LumB","High_Q4_vs_Low_Q1","NS",FALSE
"C7",342.893858236222,0.421460134296275,0.358270013641677,0.00217247153599706,0.0146381958014385,"LumB","High_Q4_vs_Low_Q1","NS",FALSE
"PSAT1",412.509733841017,0.883451277353545,0.351213009709421,0.00217317355676686,0.0146381958014385,"LumB","High_Q4_vs_Low_Q1","NS",FALSE
"PAXIP1",1483.52940361152,-0.348776925085093,0.117694599477152,0.00217386923268044,0.0146381958014385,"LumB","High_Q4_vs_Low_Q1","NS",FALSE
"HEMK1",1643.98391533598,-0.361033427308139,0.122673545306665,0.00217491402339946,0.0146397786831952,"LumB","High_Q4_vs_Low_Q1","NS",FALSE
"LTN1",2678.37084226826,-0.336905088652659,0.113799901763591,0.00218134379035435,0.0146775942425034,"LumB","High_Q4_vs_Low_Q1","NS",FALSE
"ESR1",47830.9450073682,-0.544711857073729,0.196817302915359,0.00218468574316436,0.0146946124391412,"LumB","High_Q4_vs_Low_Q1","NS",FALSE
"ACBD3",6649.39963784263,-0.342614066735033,0.115472193051531,0.00218631865546762,0.0147001269211062,"LumB","High_Q4_vs_Low_Q1","NS",FALSE
"STK4",4115.72775682572,0.308612194772714,0.0996910466942529,0.00219619343160635,0.0147610324325066,"LumB","High_Q4_vs_Low_Q1","NS",FALSE
"PRR5L",557.602947937252,0.40879095988921,0.139504270788094,0.00219733241597352,0.0147631995840956,"LumB","High_Q4_vs_Low_Q1","NS",FALSE
"FGF13",840.967506199564,-0.754293741175349,0.289649026858573,0.00220582778194226,0.0148147720273091,"LumB","High_Q4_vs_Low_Q1","NS",FALSE
"FUT4",282.333463795546,0.425681501889447,0.146718932879311,0.00220870239567698,0.0148285701128258,"LumB","High_Q4_vs_Low_Q1","NS",FALSE
"FRY",2161.46355636268,-0.480946040846716,0.167539784755179,0.00221055851829119,0.0148355226468837,"LumB","High_Q4_vs_Low_Q1","NS",FALSE
"GSTO2",1741.82958150746,-0.532607862322427,0.188601520241906,0.00221356809687888,0.0148488561061103,"LumB","High_Q4_vs_Low_Q1","NS",FALSE
"SPTSSA",5637.92592547098,-0.44921481636281,0.15640106197341,0.00221418783529167,0.0148488561061103,"LumB","High_Q4_vs_Low_Q1","NS",FALSE
"TECPR2",1848.89097104268,-0.280726295877914,0.0925823192930416,0.00222112354067409,0.0148898456119346,"LumB","High_Q4_vs_Low_Q1","NS",FALSE
"FAM169A",228.098928275389,-0.770798062187578,0.298383784551981,0.00222206329763696,0.0148906243221929,"LumB","High_Q4_vs_Low_Q1","NS",FALSE
"HOXB6",220.17990327148,1.01700116818333,0.425945794573446,0.00222347412313014,0.0148945580386043,"LumB","High_Q4_vs_Low_Q1","UP",TRUE
"CEACAM5",5764.40775919266,-1.22676342621048,0.556956032180139,0.0022304223512787,0.014935568930044,"LumB","High_Q4_vs_Low_Q1","DOWN",TRUE
"STARD4",325.018058038921,0.485069563687719,0.17069297412127,0.00223240381690473,0.0149433028543641,"LumB","High_Q4_vs_Low_Q1","NS",FALSE
"DDAH1",5071.25476079666,-0.384006812449249,0.131952899319084,0.00223540560183034,0.0149578583571771,"LumB","High_Q4_vs_Low_Q1","NS",FALSE
"RLN2",85.8837220718414,1.00037638661508,0.258194328105445,0.0022389007810018,0.0149757033372225,"LumB","High_Q4_vs_Low_Q1","UP",TRUE
"APBA1",253.665601028168,-0.510221941045599,0.180817106034142,0.00225446011748489,0.015068628068069,"LumB","High_Q4_vs_Low_Q1","NS",FALSE
"QRSL1",1555.9484630298,0.681348240918564,0.145006984606125,0.00225394847303348,0.015068628068069,"LumB","High_Q4_vs_Low_Q1","NS",FALSE
"ARHGAP6",248.999369686663,-0.649287680245558,0.240867996292287,0.002263972165165,0.0151266137273404,"LumB","High_Q4_vs_Low_Q1","NS",FALSE
"COG2",2937.30858422947,-0.334906741275353,0.113631835858891,0.00227434214271776,0.0151902866421637,"LumB","High_Q4_vs_Low_Q1","NS",FALSE
"CSRP1-AS1",247.528852306359,-0.478497584960314,0.167069107521967,0.00227942005028312,0.0152185799516687,"LumB","High_Q4_vs_Low_Q1","NS",FALSE
"PCLO",1348.66173255099,-0.593028701149707,0.214560185480153,0.00228328362852785,0.0152387478788422,"LumB","High_Q4_vs_Low_Q1","NS",FALSE
"PDLIM1",7779.71135047909,-0.547363381337875,0.198683241839649,0.00230523130611731,0.0153795505588934,"LumB","High_Q4_vs_Low_Q1","NS",FALSE
"HIGD1A",3069.29327787305,-0.46023160511347,0.162365626248204,0.00230715146884254,0.0153866833480904,"LumB","High_Q4_vs_Low_Q1","NS",FALSE
"CCDC171",330.067503654132,-0.419268519392536,0.145071279759301,0.00232059484730859,0.0154706323153906,"LumB","High_Q4_vs_Low_Q1","NS",FALSE
"CTDSPL",3673.76135668404,-0.341356720288657,0.114811851330973,0.00232652384215072,0.0155044419705437,"LumB","High_Q4_vs_Low_Q1","NS",FALSE
"GJB5",44.441353652344,0.169632607659596,0.294663676562817,0.00234091001894932,0.0155945663753146,"LumB","High_Q4_vs_Low_Q1","NS",FALSE
"FBLN2",6439.13003294985,0.639540715130325,0.232471497453015,0.00234468767678727,0.015613979077832,"LumB","High_Q4_vs_Low_Q1","NS",FALSE
"CCDC125",2696.29037534191,-0.337357687680267,0.114879601403698,0.00234814556924843,0.0156254957276451,"LumB","High_Q4_vs_Low_Q1","NS",FALSE
"LINC01844",21.251027716814,-0.68147894737751,0.258036155776308,0.0023474849542806,0.0156254957276451,"LumB","High_Q4_vs_Low_Q1","NS",FALSE
"HNRNPK",41072.9993955549,-0.178646658272126,0.0528730686117561,0.00235174979967164,0.0156437219934007,"LumB","High_Q4_vs_Low_Q1","NS",FALSE
"ZBTB4",6615.35944496633,-0.296222675457414,0.100606619836509,0.00235933602208463,0.0156884131222104,"LumB","High_Q4_vs_Low_Q1","NS",FALSE
"TNS4",1658.76909309452,-0.95804205910276,0.400632515421568,0.00236209869674482,0.015701008984245,"LumB","High_Q4_vs_Low_Q1","NS",FALSE
"KIDINS220",5791.38519633432,-0.247756720160348,0.0822182030323345,0.00236400606107111,0.0157079123793332,"LumB","High_Q4_vs_Low_Q1","NS",FALSE
"CRYBG3",691.969200965613,0.262234345585073,0.23432289293146,0.00236986042805352,0.0157410273839852,"LumB","High_Q4_vs_Low_Q1","NS",FALSE
"IMPG1",50.0808328488769,-0.52468723826209,0.187800652353037,0.00237187528245572,0.0157486247178845,"LumB","High_Q4_vs_Low_Q1","NS",FALSE
"TMEM176A",2624.22006464622,0.73438261673431,0.279153828749944,0.00237457660871209,0.0157492094957867,"LumB","High_Q4_vs_Low_Q1","NS",FALSE
"DAPP1",732.983933180324,0.569902594778018,0.204977129549195,0.00237404104408314,0.0157492094957867,"LumB","High_Q4_vs_Low_Q1","NS",FALSE
"SH2B2",238.379061438536,0.433409368560917,0.151525031383801,0.00237423196215188,0.0157492094957867,"LumB","High_Q4_vs_Low_Q1","NS",FALSE
"ADAM23",131.379211046361,0.551356476143364,0.198742172642351,0.00237593893282549,0.0157524664119856,"LumB","High_Q4_vs_Low_Q1","NS",FALSE
"SVIP",2539.45496239672,-0.378521816372393,0.130395712457737,0.00237769650506959,0.0157583404734818,"LumB","High_Q4_vs_Low_Q1","NS",FALSE
"ENAH",20432.6975923693,-0.467506807938696,0.164468317439823,0.00237991497933213,0.015761488214771,"LumB","High_Q4_vs_Low_Q1","NS",FALSE
"KRT222",19.8834192909425,-0.964958714247164,0.403805755942669,0.00239115744156124,0.0158301452008155,"LumB","High_Q4_vs_Low_Q1","NS",FALSE
"CDO1",113.042742165256,0.308929272214353,0.232734588652883,0.00239390631451695,0.0158425425206685,"LumB","High_Q4_vs_Low_Q1","NS",FALSE
"CTR9",5855.03649115859,-0.283000957242712,0.0951683742583745,0.00240321147395477,0.0158983034940001,"LumB","High_Q4_vs_Low_Q1","NS",FALSE
"MTCO1P53",12.5584639810883,1.52126055852568,0.39368690916471,0.00240527169586588,0.0159061127510077,"LumB","High_Q4_vs_Low_Q1","UP",TRUE
"VANGL1",3975.41321953384,-0.399893036621102,0.138037788713365,0.0024064148551957,0.0159078539604893,"LumB","High_Q4_vs_Low_Q1","NS",FALSE
"NAXE",8367.92412898763,-0.346571890955575,0.120769854689184,0.0024215266663974,0.0160019013627431,"LumB","High_Q4_vs_Low_Q1","NS",FALSE
"ZDHHC21",1875.17873626847,-0.400561820993616,0.138514316738382,0.0024277994186932,0.0160374912276117,"LumB","High_Q4_vs_Low_Q1","NS",FALSE
"SEMA3F",7931.74747697085,-0.409795877706035,0.143356513279105,0.00243122916635829,0.0160542817121103,"LumB","High_Q4_vs_Low_Q1","NS",FALSE
"NSA2",5223.53172155437,-0.304648527535324,0.104545145771973,0.00243546097957041,0.0160763543302786,"LumB","High_Q4_vs_Low_Q1","NS",FALSE
"ZNF222",181.830686197605,-0.366481105905537,0.125833228873333,0.0024419338754358,0.0161131987109048,"LumB","High_Q4_vs_Low_Q1","NS",FALSE
"FGF2",217.852219971522,0.74999966302851,0.289437511673482,0.00245645958352945,0.0162031336264912,"LumB","High_Q4_vs_Low_Q1","NS",FALSE
"SLC52A1",118.52952312549,0.836988670735622,0.335619380084227,0.00246182511059988,0.0162326032092071,"LumB","High_Q4_vs_Low_Q1","NS",FALSE
"FARP1",7842.09084728757,-0.521145558445389,0.187911231466509,0.00247611491497611,0.016320874102358,"LumB","High_Q4_vs_Low_Q1","NS",FALSE
"H3C8",156.430325221237,1.00528745933649,0.426490441525885,0.0024859820027597,0.0163799397266383,"LumB","High_Q4_vs_Low_Q1","UP",TRUE
"LINC00504",988.778649949481,-0.642924817699664,0.242026811885805,0.00248907661602428,0.0163943552705716,"LumB","High_Q4_vs_Low_Q1","NS",FALSE
"SLC22A3",78.0744657056484,0.870801277308813,0.352938074752914,0.00250398262451315,0.0164821381626898,"LumB","High_Q4_vs_Low_Q1","NS",FALSE
"LOC105372710",14.4176163604223,0.849442606560775,0.341939309570994,0.0025042275184131,0.0164821381626898,"LumB","High_Q4_vs_Low_Q1","NS",FALSE
"IFNLR1",332.195287045901,0.497183128654945,0.177830374054676,0.00250554147411593,0.0164847852445473,"LumB","High_Q4_vs_Low_Q1","NS",FALSE
"ZNF658",142.723589571575,-0.512747271416489,0.184882504194485,0.00250663432438303,0.0164859762040179,"LumB","High_Q4_vs_Low_Q1","NS",FALSE
"IGDCC3",243.949529538163,-1.09069699785463,0.482792196781502,0.00250997716259591,0.0165019589453578,"LumB","High_Q4_vs_Low_Q1","DOWN",TRUE
"EXOC8",1855.57158239772,-0.292215380854263,0.0983537145012266,0.00251311286764413,0.016510567095569,"LumB","High_Q4_vs_Low_Q1","NS",FALSE
"HMGN3-AS1",76.7099416758927,0.42657309954318,0.148997367144556,0.00251256414469773,0.016510567095569,"LumB","High_Q4_vs_Low_Q1","NS",FALSE
"ATRIP",1295.20871115753,-0.32163084211559,0.110079661224008,0.00252139385500745,0.0165529415027359,"LumB","High_Q4_vs_Low_Q1","NS",FALSE
"ATRIP-TREX1",1295.20871115753,-0.32163084211559,0.110079661224008,0.00252139385500745,0.0165529415027359,"LumB","High_Q4_vs_Low_Q1","NS",FALSE
"PYGB",11024.2601913291,-0.38979281763618,0.137343748156221,0.0025251963796774,0.0165718876749791,"LumB","High_Q4_vs_Low_Q1","NS",FALSE
"DSG2",9699.98846104421,-0.419032901197119,0.147691545241878,0.00253463639106265,0.0166278033201788,"LumB","High_Q4_vs_Low_Q1","NS",FALSE
"PON3",532.536021520536,-1.09040616599606,0.482780922074844,0.00253663626518606,0.0166348870781879,"LumB","High_Q4_vs_Low_Q1","DOWN",TRUE
"PRKCE",764.357079628131,-0.487941538243868,0.174680727069608,0.00254067929023848,0.0166553595241159,"LumB","High_Q4_vs_Low_Q1","NS",FALSE
"NR4A3",230.715857473,0.683212208555619,0.258522719478677,0.00254608500445391,0.016684746966483,"LumB","High_Q4_vs_Low_Q1","NS",FALSE
"USP8",3148.20695643233,-0.329987054172236,0.113991437848586,0.0025503019476834,0.0167063258022159,"LumB","High_Q4_vs_Low_Q1","NS",FALSE
"NBR1",11525.6601272791,-0.325442514751495,0.114203103998126,0.00255136898682897,0.0167072623259209,"LumB","High_Q4_vs_Low_Q1","NS",FALSE
"ZNF3",2798.97298247666,-0.264067910574661,0.0896105845962432,0.00256857555391295,0.016813847217504,"LumB","High_Q4_vs_Low_Q1","NS",FALSE
"SLU7",3812.52731904852,-0.206331184783051,0.0692489012008456,0.00257022103043268,0.0168185292183217,"LumB","High_Q4_vs_Low_Q1","NS",FALSE
"IL6ST",36515.6103496787,-0.555088789602871,0.208805827678011,0.00257152195959577,0.0168209540627683,"LumB","High_Q4_vs_Low_Q1","NS",FALSE
"FMO2",337.422403514116,0.74973389221168,0.29233360131527,0.00257321321804109,0.0168259294691439,"LumB","High_Q4_vs_Low_Q1","NS",FALSE
"PTHLH",372.360722224865,-0.804107640415454,0.321331565698781,0.00257879813497416,0.0168563522343937,"LumB","High_Q4_vs_Low_Q1","NS",FALSE
"MAGEE1",530.706850631517,-0.433170913309701,0.152910167540806,0.00258260301944216,0.0168751220063297,"LumB","High_Q4_vs_Low_Q1","NS",FALSE
"LINC02870",16.8227518354198,0.852088516748484,0.346068324422505,0.00259258570101374,0.0169342303014192,"LumB","High_Q4_vs_Low_Q1","NS",FALSE
"CINP",1772.32412927638,-0.279768624185711,0.0951918591111244,0.00259397529449504,0.0169371879106069,"LumB","High_Q4_vs_Low_Q1","NS",FALSE
"DCAF17",1526.88177255217,-0.355727723723586,0.122910912483252,0.00259536221867806,0.0169401259616243,"LumB","High_Q4_vs_Low_Q1","NS",FALSE
"LINC02884",30.2299572365561,0.751852269706572,0.293590685142778,0.00259728468115883,0.016946556129683,"LumB","High_Q4_vs_Low_Q1","NS",FALSE
"FBXO3",3068.76376035696,-0.252866327339212,0.0830963595944924,0.00261342071432066,0.0170456877759443,"LumB","High_Q4_vs_Low_Q1","NS",FALSE
"RAD17",2250.76948140361,-0.246792391183756,0.0835281775760593,0.00261552182858737,0.0170532400507968,"LumB","High_Q4_vs_Low_Q1","NS",FALSE
"EFNA1",7079.2778919053,-0.389794867876619,0.137908328077362,0.0026167448016063,0.0170550634509885,"LumB","High_Q4_vs_Low_Q1","NS",FALSE
"RNF227",338.949757790507,-0.390776811073057,0.13608051411082,0.00261977999841562,0.017068692746434,"LumB","High_Q4_vs_Low_Q1","NS",FALSE
"RFX3",860.970772714836,-0.514251117315806,0.18456699085008,0.00262163853517245,0.0170746486728811,"LumB","High_Q4_vs_Low_Q1","NS",FALSE
"NDFIP2",2083.26958130796,-0.370382176214316,0.128182042535234,0.00262465269668002,0.017088124146912,"LumB","High_Q4_vs_Low_Q1","NS",FALSE
"WDR6",7795.41407980775,-0.399726068035331,0.139171278594783,0.00263328581408139,0.0171381596539206,"LumB","High_Q4_vs_Low_Q1","NS",FALSE
"NGFR",256.433495187514,0.699115392847987,0.26758525676089,0.00264054663569414,0.0171792310807305,"LumB","High_Q4_vs_Low_Q1","NS",FALSE
"HMOX1",3485.03102765425,0.500269458370811,0.178028069396416,0.00264830841904767,0.017223531013087,"LumB","High_Q4_vs_Low_Q1","NS",FALSE
"GADD45B",2826.10297300168,0.409217124706985,0.143301591755226,0.00264983336482441,0.0172270840430922,"LumB","High_Q4_vs_Low_Q1","NS",FALSE
"CGRRF1",796.48206652994,-0.297884216451724,0.101704059003251,0.00265076038760412,0.0172270840430922,"LumB","High_Q4_vs_Low_Q1","NS",FALSE
"CATSPER1",34.3431080764968,0.633382603453437,0.238525854091472,0.00265906513340354,0.0172748464290104,"LumB","High_Q4_vs_Low_Q1","NS",FALSE
"ZBTB41",4975.83272767852,-0.423307983598151,0.150547189784064,0.00266268578160465,0.0172921547885819,"LumB","High_Q4_vs_Low_Q1","NS",FALSE
"PHC3",5077.99502741418,-0.299204299504591,0.102679186587271,0.0026684640867309,0.0173234580567665,"LumB","High_Q4_vs_Low_Q1","NS",FALSE
"ZNF398",1711.28047905929,-0.217978565419646,0.0735531291713522,0.00267169258503988,0.0173381916502229,"LumB","High_Q4_vs_Low_Q1","NS",FALSE
"HSP90AA1",128584.558190259,-0.434270623475006,0.141393163699248,0.00267754408370104,0.017369930761864,"LumB","High_Q4_vs_Low_Q1","NS",FALSE
"SEC62",12424.5080525683,-0.275006479926479,0.0972156900437623,0.00268662384757791,0.0174225821966315,"LumB","High_Q4_vs_Low_Q1","NS",FALSE
"FOXJ2",2693.37219984653,-0.207251557873203,0.0698958667713152,0.00269269668460326,0.0174557031400599,"LumB","High_Q4_vs_Low_Q1","NS",FALSE
"EXOC6",2439.36094508476,-0.376286712284051,0.13134646373334,0.00269600909031058,0.0174646522224347,"LumB","High_Q4_vs_Low_Q1","NS",FALSE
"SH3RF2",220.657974045499,-0.831476466578057,0.337921943685091,0.00269572031949291,0.0174646522224347,"LumB","High_Q4_vs_Low_Q1","NS",FALSE
"TRIM26",5748.4118249273,0.260567639644172,0.0876802073576519,0.00269736492791738,0.0174671768971154,"LumB","High_Q4_vs_Low_Q1","NS",FALSE
"DNAJB14",2675.78984923355,-0.330685124744241,0.114201511330255,0.00271365698366474,0.017566386775746,"LumB","High_Q4_vs_Low_Q1","NS",FALSE
"COBLL1",2692.24011054674,-0.49665244090329,0.180835046296258,0.00273148460579621,0.0176691383444707,"LumB","High_Q4_vs_Low_Q1","NS",FALSE
"TMEM9B",4886.81326550751,-0.258989280653678,0.086138364759308,0.00273086542685076,0.0176691383444707,"LumB","High_Q4_vs_Low_Q1","NS",FALSE
"REST",4152.27929903418,-0.286323167321887,0.0972846698020055,0.0027368674290014,0.0176976262933996,"LumB","High_Q4_vs_Low_Q1","NS",FALSE
"USP54",2227.58975563677,-0.349413824454189,0.121253950215849,0.00274176997133179,0.0177229893034246,"LumB","High_Q4_vs_Low_Q1","NS",FALSE
"STC1",6595.87671529249,-0.759840866066536,0.308673908503299,0.0027462906083357,0.0177458664041135,"LumB","High_Q4_vs_Low_Q1","NS",FALSE
"MOAP1",2714.00471315723,-0.35175860856795,0.121764834203491,0.002747582533593,0.0177478714567208,"LumB","High_Q4_vs_Low_Q1","NS",FALSE
"ARHGEF28",1157.0641712095,-0.459707451480618,0.16300133543677,0.00275305688198972,0.0177768815808479,"LumB","High_Q4_vs_Low_Q1","NS",FALSE
"SAV1",2070.69969796489,-0.335717920538845,0.11819824121926,0.00276614912483981,0.0178550432620863,"LumB","High_Q4_vs_Low_Q1","NS",FALSE
"MAOA",1323.57283899213,-0.883139950291441,0.368580447938296,0.00276751814038124,0.0178575046317248,"LumB","High_Q4_vs_Low_Q1","NS",FALSE
"PRELP",2259.75314847344,0.771297120800977,0.303456493792044,0.00277527683283313,0.0179011791429265,"LumB","High_Q4_vs_Low_Q1","NS",FALSE
"EWSAT1",406.829646668449,-0.833980770097655,0.340983562151209,0.00277637534237366,0.0179018780991854,"LumB","High_Q4_vs_Low_Q1","NS",FALSE
"KRT1",11.5369835856084,1.06261816992845,0.470423985484381,0.00278046591353965,0.0179218622876281,"LumB","High_Q4_vs_Low_Q1","UP",TRUE
"MROH6",1246.90368427286,0.743227330715137,0.292725652965642,0.00279351880963941,0.0179995795004563,"LumB","High_Q4_vs_Low_Q1","NS",FALSE
"MORN4",571.641261706005,-0.339949228752761,0.118014373600622,0.00279865273909843,0.018013400328551,"LumB","High_Q4_vs_Low_Q1","NS",FALSE
"UCA1",30.7932504638625,0.914053212151566,0.383488070569585,0.00279857329532469,0.018013400328551,"LumB","High_Q4_vs_Low_Q1","NS",FALSE
"LOC124900418",30.7932504638625,0.914053212151566,0.383488070569585,0.00279857329532469,0.018013400328551,"LumB","High_Q4_vs_Low_Q1","NS",FALSE
"IP6K1",3847.43538552614,-0.252431912940362,0.0861831455018859,0.00281586326774714,0.0181177252245083,"LumB","High_Q4_vs_Low_Q1","NS",FALSE
"SLC25A28",1732.55116574026,0.271027047799317,0.0921876263856528,0.00282326620963956,0.0181588947243981,"LumB","High_Q4_vs_Low_Q1","NS",FALSE
"FGFR3",2531.89675657488,-0.810711147725914,0.329543657493662,0.0028273443857471,0.0181786580705219,"LumB","High_Q4_vs_Low_Q1","NS",FALSE
"HAT1",4488.92682590626,-0.32610524293276,0.11328463350531,0.00283375924139007,0.0182069534770193,"LumB","High_Q4_vs_Low_Q1","NS",FALSE
"SH3BP5",482.826556490092,0.53125363854391,0.193616238938548,0.00284691383378211,0.0182849741082702,"LumB","High_Q4_vs_Low_Q1","NS",FALSE
"BLTP1",5597.10081904024,-0.36064039989561,0.125778027374567,0.00284992828315802,0.0182913394957391,"LumB","High_Q4_vs_Low_Q1","NS",FALSE
"ZGPAT",230.822060098934,0.577882608610845,0.215532937275335,0.00284960628772446,0.0182913394957391,"LumB","High_Q4_vs_Low_Q1","NS",FALSE
"NEU3",1320.97728341494,-0.4460101503056,0.158415379666245,0.00285219994972029,0.0182994233821657,"LumB","High_Q4_vs_Low_Q1","NS",FALSE
"TLCD5",524.12549394753,-0.380591290759745,0.133180859733253,0.0028534061000805,0.0183006677153088,"LumB","High_Q4_vs_Low_Q1","NS",FALSE
"GEMIN8",1238.95194899333,0.0261019570750185,0.0900606084747003,0.0028551112647792,0.0183051105202865,"LumB","High_Q4_vs_Low_Q1","NS",FALSE
"LAMC2",1967.43834341538,-0.823338216543613,0.339212584983242,0.0028734658254621,0.0184162573996295,"LumB","High_Q4_vs_Low_Q1","NS",FALSE
"LYSMD2",563.541682326801,0.481298899307858,0.171887625759044,0.00287675613597516,0.0184308118137601,"LumB","High_Q4_vs_Low_Q1","NS",FALSE
"CABLES1",2504.23431276043,-0.366630821518199,0.127798650072924,0.00288229351522937,0.0184553805634232,"LumB","High_Q4_vs_Low_Q1","NS",FALSE
"VAMP2",3204.21552396621,-0.347365766055319,0.120071922315322,0.00288263245083558,0.0184553805634232,"LumB","High_Q4_vs_Low_Q1","NS",FALSE
"BMAL2",543.719054674726,0.597232605884952,0.223256671556942,0.00288932086460451,0.0184916535334688,"LumB","High_Q4_vs_Low_Q1","NS",FALSE
"ANKRD22",745.605610724503,0.628315517520023,0.237644991937171,0.00289106798599905,0.0184962877518977,"LumB","High_Q4_vs_Low_Q1","NS",FALSE
