"gene","baseMean","log2FoldChange","lfcSE","pvalue","padj","subtype","comparison","direction","significant"
"KPNA6",4845.6086613112,-0.260377422409673,0.193228340251358,0.14460081367802,0.352638141286235,"Her2","High_Q4_vs_Low_Q1","NS",FALSE
"ATXN2-AS",10.8839038882389,-0.401315031360354,0.376441008664545,0.14478955053365,0.353013458737287,"Her2","High_Q4_vs_Low_Q1","NS",FALSE
"DIRAS1",777.687135894904,-0.414940830808232,0.408559671198121,0.144848880208497,0.353099759112341,"Her2","High_Q4_vs_Low_Q1","NS",FALSE
"PNCK",132.539191810492,-0.425821534198243,0.521390383840161,0.144892446235445,0.353101278256514,"Her2","High_Q4_vs_Low_Q1","NS",FALSE
"GSN",22238.7649901057,0.302723002548546,0.227684291003343,0.144927071817269,0.353101278256514,"Her2","High_Q4_vs_Low_Q1","NS",FALSE
"KIF5B",13552.709497006,-0.229020730336284,0.171963260562416,0.144880352813674,0.353101278256514,"Her2","High_Q4_vs_Low_Q1","NS",FALSE
"NOXA1",626.587432013943,-0.397937600363115,0.365042622995049,0.144927874556843,0.353101278256514,"Her2","High_Q4_vs_Low_Q1","NS",FALSE
"GCNT1",2607.93370818813,-0.42121716851578,0.422671300297981,0.144960140710572,0.353132151376848,"Her2","High_Q4_vs_Low_Q1","NS",FALSE
"KAZN",1196.30037421703,0.331006140404132,0.258943433518704,0.145060316374402,0.353280678608037,"Her2","High_Q4_vs_Low_Q1","NS",FALSE
"UBE2R2",6176.27834674454,-0.207172612580341,0.1473926044039,0.14509545968476,0.353318521069955,"Her2","High_Q4_vs_Low_Q1","NS",FALSE
"MKRN2",1627.90384080059,-0.203063868949512,0.144741853525302,0.145115202208136,0.353318856281415,"Her2","High_Q4_vs_Low_Q1","NS",FALSE
"NECTIN4",4801.05842225697,-0.338083357995581,0.271794445231537,0.145172858636051,0.353411489712133,"Her2","High_Q4_vs_Low_Q1","NS",FALSE
"SNRPG",2902.3509745315,0.223131165215405,0.161846592390953,0.145206206558821,0.353444929038772,"Her2","High_Q4_vs_Low_Q1","NS",FALSE
"CX3CL1",4306.20255253603,0.413215188993004,0.385968112511394,0.145233217422083,0.353462936445749,"Her2","High_Q4_vs_Low_Q1","NS",FALSE
"RAMAC",256.619693507182,-0.22271436930339,0.161805574394717,0.145255689339722,0.35346989377268,"Her2","High_Q4_vs_Low_Q1","NS",FALSE
"CCDC9B",1017.77850987044,-0.386020904328631,0.343347712848574,0.145372045417179,0.353657532736016,"Her2","High_Q4_vs_Low_Q1","NS",FALSE
"ADORA2B",165.77942558618,-0.411317845934103,0.395348210815207,0.145440562613138,0.353728720568688,"Her2","High_Q4_vs_Low_Q1","NS",FALSE
"YOD1",666.114377664189,0.331531936950505,0.264832932087075,0.14543642946934,0.353728720568688,"Her2","High_Q4_vs_Low_Q1","NS",FALSE
"NBPF20",124.033385274299,-0.290870336589036,0.222003074182004,0.145521155156443,0.353810402176471,"Her2","High_Q4_vs_Low_Q1","NS",FALSE
"SLC26A6",1262.60871391844,-0.0239555740892937,0.288635629702545,0.145524637800439,0.353810402176471,"Her2","High_Q4_vs_Low_Q1","NS",FALSE
"RPS21-DT",136.798414514746,-0.419743383069118,0.420578970911695,0.145533043576417,0.353810402176471,"Her2","High_Q4_vs_Low_Q1","NS",FALSE
"OSCP1",598.397600577971,-0.320812721076492,0.253699869551721,0.145575182881247,0.353865112744245,"Her2","High_Q4_vs_Low_Q1","NS",FALSE
"COPZ1",12645.6122422032,-0.234872137945511,0.168824168915917,0.145613662294792,0.35391091326726,"Her2","High_Q4_vs_Low_Q1","NS",FALSE
"GMEB2",1592.11863760676,-0.213212985710948,0.15364477012073,0.14565003941238,0.353938357603995,"Her2","High_Q4_vs_Low_Q1","NS",FALSE
"KLHL11",244.841076976186,-0.383919375317506,0.338609383760061,0.145664232512975,0.353938357603995,"Her2","High_Q4_vs_Low_Q1","NS",FALSE
"SIX1",2631.57288254462,-0.425850200877367,0.452786669826991,0.145695761044902,0.353941924460448,"Her2","High_Q4_vs_Low_Q1","NS",FALSE
"BORCS7",1137.04271175351,-0.26714822199285,0.199852749579922,0.145704979334817,0.353941924460448,"Her2","High_Q4_vs_Low_Q1","NS",FALSE
"NAV3",219.349105322048,0.389804850235493,0.347023109338885,0.14579149574307,0.354104357989435,"Her2","High_Q4_vs_Low_Q1","NS",FALSE
"TMEM127",9158.14786217849,-0.198358509692401,0.140775608467253,0.145943909924637,0.354311743982479,"Her2","High_Q4_vs_Low_Q1","NS",FALSE
"SNED1",1264.78076778036,-0.302687757298524,0.234086211446376,0.146009294198411,0.354311743982479,"Her2","High_Q4_vs_Low_Q1","NS",FALSE
"DHX36",3034.76152694271,-0.22931215613454,0.166609885051642,0.14601403290117,0.354311743982479,"Her2","High_Q4_vs_Low_Q1","NS",FALSE
"PIGP",905.97347270131,-0.26399254661042,0.199502397188178,0.145907825803583,0.354311743982479,"Her2","High_Q4_vs_Low_Q1","NS",FALSE
"ZKSCAN4",435.694182647316,-0.26490446674816,0.198693102904311,0.14597450703937,0.354311743982479,"Her2","High_Q4_vs_Low_Q1","NS",FALSE
"RPSAP61",11.1299968251642,0.368374161035727,0.31761415002458,0.146014500197418,0.354311743982479,"Her2","High_Q4_vs_Low_Q1","NS",FALSE
"CNTF",19.6747310073295,-0.333711602059897,0.267805040868834,0.1459806458973,0.354311743982479,"Her2","High_Q4_vs_Low_Q1","NS",FALSE
"TNNI1",138.466285103818,-0.418064850415484,0.414847205682831,0.146089895716952,0.354446971003085,"Her2","High_Q4_vs_Low_Q1","NS",FALSE
"UQCRQ",6338.32320125523,-0.353095388898149,0.293838620612641,0.146210202396681,0.354691111534928,"Her2","High_Q4_vs_Low_Q1","NS",FALSE
"NBEA",883.002300441708,-0.39005762107113,0.353108372773501,0.146246409310241,0.354731196310789,"Her2","High_Q4_vs_Low_Q1","NS",FALSE
"PIP5K1B",592.980729815574,-0.417278176718616,0.414121117142178,0.146346669909285,0.354803947209374,"Her2","High_Q4_vs_Low_Q1","NS",FALSE
"ASB16",47.6315169255875,-0.348626412329686,0.287338824440042,0.146339552860324,0.354803947209374,"Her2","High_Q4_vs_Low_Q1","NS",FALSE
"BHLHA15",312.775347561572,0.431808772553486,0.45417342848702,0.146320398265246,0.354803947209374,"Her2","High_Q4_vs_Low_Q1","NS",FALSE
"LOC102723566",53.7547056329099,0.353868297766793,0.29412933273041,0.146355151678753,0.354803947209374,"Her2","High_Q4_vs_Low_Q1","NS",FALSE
"TM6SF2",15.4587817007008,-0.351178730540593,0.292170238568631,0.146419653919371,0.354912576050424,"Her2","High_Q4_vs_Low_Q1","NS",FALSE
"MACC1",2064.74190722056,-0.390646810789201,0.353559902776008,0.146667202194822,0.355464808762114,"Her2","High_Q4_vs_Low_Q1","NS",FALSE
"SYPL1",7550.35768216043,-0.258557025001548,0.196397369822557,0.146713272044781,0.355480853561581,"Her2","High_Q4_vs_Low_Q1","NS",FALSE
"PRKCH",2083.77279482229,0.2513559124538,0.182178587869493,0.146701150683657,0.355480853561581,"Her2","High_Q4_vs_Low_Q1","NS",FALSE
"DOK5",117.071705148846,0.304115137477295,0.236582579125195,0.146762117740857,0.355551402866745,"Her2","High_Q4_vs_Low_Q1","NS",FALSE
"B3GALT5-AS1",49.4324047048884,-0.427502672568094,0.475027518494545,0.146940246946502,0.355935098181433,"Her2","High_Q4_vs_Low_Q1","NS",FALSE
"TBC1D4",2157.87463905808,0.297887831094809,0.224090101887017,0.146978843022186,0.35598074303801,"Her2","High_Q4_vs_Low_Q1","NS",FALSE
"MAP3K7",2597.40378362024,-0.215261828642252,0.156888611765689,0.14704886820455,0.356016121272094,"Her2","High_Q4_vs_Low_Q1","NS",FALSE
"SLC22A5",1446.89271488589,-0.28629714339495,0.219426111466277,0.147052713724862,0.356016121272094,"Her2","High_Q4_vs_Low_Q1","NS",FALSE
"MB",2071.65828194165,-0.354725529443817,0.295581456060904,0.147032880711232,0.356016121272094,"Her2","High_Q4_vs_Low_Q1","NS",FALSE
"CDK4",3453.35853227659,0.252855737622887,0.185805470541503,0.147108232739077,0.356089202212406,"Her2","High_Q4_vs_Low_Q1","NS",FALSE
"CCDC171",230.215321633093,0.352864825047101,0.292972604772088,0.14712241702772,0.356089202212406,"Her2","High_Q4_vs_Low_Q1","NS",FALSE
"MTMR2",1754.60060513458,-0.296589802807524,0.227675057069051,0.147255705166069,0.356316100765696,"Her2","High_Q4_vs_Low_Q1","NS",FALSE
"HMGCS2",939.317655909442,-2.20096733319975,0.754314929628864,0.147243845094832,0.356316100765696,"Her2","High_Q4_vs_Low_Q1","NS",FALSE
"PRDM6-AS1",51.7633127317798,-0.390180899924135,0.354661456628727,0.147286384914791,0.356342492809018,"Her2","High_Q4_vs_Low_Q1","NS",FALSE
"PRDM10",758.230024350773,-0.228082766865665,0.166692151592034,0.147363885984004,0.356482141369627,"Her2","High_Q4_vs_Low_Q1","NS",FALSE
"ZDHHC24",1734.07862028972,-0.329742920984867,0.265665748535753,0.147392651722609,0.356503874559771,"Her2","High_Q4_vs_Low_Q1","NS",FALSE
"HES6",671.739059368206,0.371842656647125,0.339744937340458,0.147453579504152,0.356603382960792,"Her2","High_Q4_vs_Low_Q1","NS",FALSE
"AK4",4661.05881591971,-0.399248584055126,0.363063595996145,0.147617217082966,0.356951225851229,"Her2","High_Q4_vs_Low_Q1","NS",FALSE
"SAR1A",9320.81123781059,-0.210595203308724,0.15327723682643,0.14764345241897,0.35695690130004,"Her2","High_Q4_vs_Low_Q1","NS",FALSE
"AP5B1",1384.31438067345,-0.222663195316789,0.162578141232064,0.147659177626889,0.35695690130004,"Her2","High_Q4_vs_Low_Q1","NS",FALSE
"MLF2",13428.837103846,-0.235019436926052,0.178003806663547,0.147810701359275,0.357021798335302,"Her2","High_Q4_vs_Low_Q1","NS",FALSE
"COG6",1624.96135099048,-0.257140768575487,0.191960114755471,0.147844505658437,0.357021798335302,"Her2","High_Q4_vs_Low_Q1","NS",FALSE
"IDH1",12191.3302573509,-0.356352803260746,0.300067045407138,0.147834044994208,0.357021798335302,"Her2","High_Q4_vs_Low_Q1","NS",FALSE
"WDR19",821.694467940997,-0.225950754757999,0.164256779811047,0.147796622683837,0.357021798335302,"Her2","High_Q4_vs_Low_Q1","NS",FALSE
"PXDC1",1529.61412366492,0.316082469043107,0.244405715910648,0.147795671482395,0.357021798335302,"Her2","High_Q4_vs_Low_Q1","NS",FALSE
"NINJ2",344.046950836183,0.337904959828987,0.274797611113833,0.14777297284769,0.357021798335302,"Her2","High_Q4_vs_Low_Q1","NS",FALSE
"P2RY2",1026.02674919836,-0.328472638821537,0.265531294537895,0.147825641070465,0.357021798335302,"Her2","High_Q4_vs_Low_Q1","NS",FALSE
"ZNF594-DT",48.4466335197582,0.323427354951167,0.258290832048795,0.147835225756377,0.357021798335302,"Her2","High_Q4_vs_Low_Q1","NS",FALSE
"BHMT2",151.166628216428,0.352456606812494,0.294122353817383,0.147896236404262,0.357098870910719,"Her2","High_Q4_vs_Low_Q1","NS",FALSE
"ACOT8",953.835229133842,-0.221388922165099,0.160076632425604,0.148048018127338,0.357369593181206,"Her2","High_Q4_vs_Low_Q1","NS",FALSE
"EML3",1963.25344257818,0.261928563854151,0.195987795335547,0.14803690840408,0.357369593181206,"Her2","High_Q4_vs_Low_Q1","NS",FALSE
"RSBN1L",1818.21304176672,-0.209930416737808,0.152370332898515,0.148130998369355,0.357522010527992,"Her2","High_Q4_vs_Low_Q1","NS",FALSE
"POLR1B",1938.89835580603,-0.210780632350994,0.152832200321506,0.148300556347197,0.357739610023985,"Her2","High_Q4_vs_Low_Q1","NS",FALSE
"MRPL48",1348.47976267204,0.219609949893378,0.160522490149179,0.148262708940213,0.357739610023985,"Her2","High_Q4_vs_Low_Q1","NS",FALSE
"HMGB1",14662.7203068821,0.241700959254598,0.168675051808436,0.148299813130804,0.357739610023985,"Her2","High_Q4_vs_Low_Q1","NS",FALSE
"IBA57",718.290681595728,-0.272579183305635,0.20814414743107,0.148354576095581,0.357822024945739,"Her2","High_Q4_vs_Low_Q1","NS",FALSE
"MYEF2",1135.69984114918,-0.36057468838568,0.30753463186472,0.148400858492142,0.357836877853027,"Her2","High_Q4_vs_Low_Q1","NS",FALSE
"TMBIM6",72352.2790008806,-0.213798005630569,0.156026785029145,0.148420300851813,0.357836877853027,"Her2","High_Q4_vs_Low_Q1","NS",FALSE
"RANBP17",290.705340232737,-0.382129905894524,0.341877903125695,0.148389070373024,0.357836877853027,"Her2","High_Q4_vs_Low_Q1","NS",FALSE
"OPA3",1714.68413395754,-0.21481223643234,0.156700581600444,0.148587170074024,0.358079786792962,"Her2","High_Q4_vs_Low_Q1","NS",FALSE
"ROBO3",144.141089033955,0.300740090583727,0.234711910777721,0.14861461509199,0.358079786792962,"Her2","High_Q4_vs_Low_Q1","NS",FALSE
"TMEM39A",2002.80652152395,-0.222330306589672,0.163167356038703,0.148613876271326,0.358079786792962,"Her2","High_Q4_vs_Low_Q1","NS",FALSE
"RPL31P34",16.0426785279842,-0.419551646305485,0.439581216036386,0.148602249201662,0.358079786792962,"Her2","High_Q4_vs_Low_Q1","NS",FALSE
"DECR2",1131.15894092836,-0.378057341838637,0.33514126112414,0.148620397581365,0.358079786792962,"Her2","High_Q4_vs_Low_Q1","NS",FALSE
"SLC38A10",7199.48941630184,0.340123405092559,0.261196752459818,0.148645081583075,0.358091386217106,"Her2","High_Q4_vs_Low_Q1","NS",FALSE
"ZNF330",1369.01130776228,-0.191924763935702,0.136916421015368,0.148684793104161,0.358100201087548,"Her2","High_Q4_vs_Low_Q1","NS",FALSE
"RAB33B-AS1",191.499175763159,-0.299387820889665,0.233113460015575,0.148688481008663,0.358100201087548,"Her2","High_Q4_vs_Low_Q1","NS",FALSE
"RBM15B",5028.67464513934,-0.20230821031217,0.144075357859672,0.148709377816678,0.358102673304674,"Her2","High_Q4_vs_Low_Q1","NS",FALSE
"NHLRC4",105.974350210497,0.425177882237732,0.454936958165713,0.148796838193863,0.358217555160273,"Her2","High_Q4_vs_Low_Q1","NS",FALSE
"BAMBI",5038.69139162272,0.389546283856508,0.348450190734146,0.148950049204224,0.358442754274073,"Her2","High_Q4_vs_Low_Q1","NS",FALSE
"VPS4B",3540.4174256143,-0.201623483752947,0.143120402772119,0.148935796420617,0.358442754274073,"Her2","High_Q4_vs_Low_Q1","NS",FALSE
"OCIAD2",2674.05306661321,-0.301900889007881,0.236195669199488,0.14893293057253,0.358442754274073,"Her2","High_Q4_vs_Low_Q1","NS",FALSE
"MAP2K4",1780.15635258784,-0.244413404658539,0.181852435197982,0.149036129225096,0.35860201881104,"Her2","High_Q4_vs_Low_Q1","NS",FALSE
"CYP51A1",102.124838030579,-0.369657788435999,0.321299295307643,0.149077309704181,0.358613568543266,"Her2","High_Q4_vs_Low_Q1","NS",FALSE
"KHDC1",48.8326100114541,0.419294105244668,0.425467541533607,0.149080726641114,0.358613568543266,"Her2","High_Q4_vs_Low_Q1","NS",FALSE
"EPHA3",157.571314859464,-2.35926599124501,0.334678579633184,0.149218096967867,0.358641808377142,"Her2","High_Q4_vs_Low_Q1","NS",FALSE
"HNRNPL",8460.55321330261,0.163487681120026,0.116088527984753,0.149210136275372,0.358641808377142,"Her2","High_Q4_vs_Low_Q1","NS",FALSE
"FUBP3",3450.61435753602,-0.201476741412573,0.143086696212918,0.149167080407912,0.358641808377142,"Her2","High_Q4_vs_Low_Q1","NS",FALSE
"DPH1",630.93121595735,-0.249543722380456,0.186662086864947,0.14922454111234,0.358641808377142,"Her2","High_Q4_vs_Low_Q1","NS",FALSE
"PNO1",1608.01488821193,-0.191243603402986,0.137891861818606,0.149231767895915,0.358641808377142,"Her2","High_Q4_vs_Low_Q1","NS",FALSE
"C4BPA",18.8455571214949,0.312643844665754,0.504560663695663,0.149213184029062,0.358641808377142,"Her2","High_Q4_vs_Low_Q1","NS",FALSE
"UGCG",3922.04978020333,-0.302418318384807,0.238696963498901,0.149173073795408,0.358641808377142,"Her2","High_Q4_vs_Low_Q1","NS",FALSE
"TLN2",1352.98634938852,-0.258202366034037,0.194234852604079,0.14930816633055,0.358760292080865,"Her2","High_Q4_vs_Low_Q1","NS",FALSE
"ZNF33A",3110.063289031,-0.250824988430686,0.187100272531623,0.149320882859759,0.358760292080865,"Her2","High_Q4_vs_Low_Q1","NS",FALSE
"MRPL17",3646.87885034998,-0.258214811220359,0.194087510767934,0.149370244961472,0.35883105234546,"Her2","High_Q4_vs_Low_Q1","NS",FALSE
"FADS3",809.056811076249,0.330823462114893,0.266634374621447,0.149538282741912,0.359186849470178,"Her2","High_Q4_vs_Low_Q1","NS",FALSE
"TMEM86A",4561.53045137888,-0.401242614627989,0.376006844854914,0.149648287251616,0.359403176019272,"Her2","High_Q4_vs_Low_Q1","NS",FALSE
"JADE2",1978.13640930236,0.34444283437372,0.280173715125641,0.149799009453483,0.359446499555872,"Her2","High_Q4_vs_Low_Q1","NS",FALSE
"LMBR1",3664.45231966903,-0.258365152908249,0.197653351664411,0.149767796984729,0.359446499555872,"Her2","High_Q4_vs_Low_Q1","NS",FALSE
"BYSL",1627.36717903275,-0.298639528065605,0.234134189713168,0.149945554525638,0.359446499555872,"Her2","High_Q4_vs_Low_Q1","NS",FALSE
"HMGCS1",3898.76116501839,-0.301682844651717,0.238259178877078,0.14989014679804,0.359446499555872,"Her2","High_Q4_vs_Low_Q1","NS",FALSE
"CAAP1",1036.16159190278,-0.311891560357327,0.247102370697508,0.149860006388423,0.359446499555872,"Her2","High_Q4_vs_Low_Q1","NS",FALSE
"MLLT1",4589.40192953844,-0.206829378552674,0.151536716829516,0.149747603146415,0.359446499555872,"Her2","High_Q4_vs_Low_Q1","NS",FALSE
"SLC38A2",11772.4517580101,-0.268579435203182,0.192471259174106,0.149746905926147,0.359446499555872,"Her2","High_Q4_vs_Low_Q1","NS",FALSE
"VPS45",2881.80052279258,-0.217296512310875,0.160163797172282,0.149896712645756,0.359446499555872,"Her2","High_Q4_vs_Low_Q1","NS",FALSE
"DOP1B",7760.48809715794,-0.345007882603945,0.277937305196999,0.149933885356399,0.359446499555872,"Her2","High_Q4_vs_Low_Q1","NS",FALSE
"ASAP2",1026.68893934514,-0.350083939165987,0.294682928219126,0.149806914215669,0.359446499555872,"Her2","High_Q4_vs_Low_Q1","NS",FALSE
"REEP4",1946.09380687741,-0.306299780576418,0.242932814888826,0.14971150955555,0.359446499555872,"Her2","High_Q4_vs_Low_Q1","NS",FALSE
"SNTB1",716.760753973769,0.280985724350042,0.21563363209027,0.149878789729567,0.359446499555872,"Her2","High_Q4_vs_Low_Q1","NS",FALSE
"MESP2",89.2706576473757,0.422549333855317,0.446745810245571,0.149928518633445,0.359446499555872,"Her2","High_Q4_vs_Low_Q1","NS",FALSE
"SEMA6A-AS1",15.465688253059,0.340017415650156,0.27963036519615,0.149876378990542,0.359446499555872,"Her2","High_Q4_vs_Low_Q1","NS",FALSE
"F13A1",2196.49571656351,-0.382801474450727,0.344926692105565,0.150047869583589,0.359548292199898,"Her2","High_Q4_vs_Low_Q1","NS",FALSE
"LDLR",3672.46937666681,-0.332829488858547,0.273228372961021,0.150034835725925,0.359548292199898,"Her2","High_Q4_vs_Low_Q1","NS",FALSE
"KCNMB1",226.181657877242,0.35340914360764,0.297207092857518,0.150033244271263,0.359548292199898,"Her2","High_Q4_vs_Low_Q1","NS",FALSE
"NDUFC1",2387.90802963224,-0.264698941853702,0.200551507008449,0.150096508128921,0.359569223647403,"Her2","High_Q4_vs_Low_Q1","NS",FALSE
"AGFG1",5393.50231015379,-0.251443865629518,0.189392572166733,0.150088440736517,0.359569223647403,"Her2","High_Q4_vs_Low_Q1","NS",FALSE
"DDX50",2429.58791884174,-0.147578000601518,0.10485133616463,0.150186669991914,0.359737395879089,"Her2","High_Q4_vs_Low_Q1","NS",FALSE
"CYFIP1",10866.9838467666,-0.282643948619214,0.22021781491372,0.150367451952816,0.360122554032378,"Her2","High_Q4_vs_Low_Q1","NS",FALSE
"MANEA",926.15305173957,0.309632704859199,0.247044841513795,0.150410616284424,0.360178066260682,"Her2","High_Q4_vs_Low_Q1","NS",FALSE
"PCSK9",96.809117014372,-0.0491631445250352,0.397894530902144,0.150447540261539,0.360218622371921,"Her2","High_Q4_vs_Low_Q1","NS",FALSE
"FGF12",282.682334687521,-0.39810416452031,0.378550848958394,0.150506872656934,0.360312813366534,"Her2","High_Q4_vs_Low_Q1","NS",FALSE
"ZNF680",936.16655248472,-0.247402387669158,0.184503524594609,0.150566409943976,0.360407469784876,"Her2","High_Q4_vs_Low_Q1","NS",FALSE
"RTCA",2140.93756797345,-0.203538983912525,0.145399732005839,0.150589774262107,0.360415526129044,"Her2","High_Q4_vs_Low_Q1","NS",FALSE
"CIAPIN1",2951.86913986875,-0.235491879903082,0.170580909413434,0.150649318986691,0.360486862845584,"Her2","High_Q4_vs_Low_Q1","NS",FALSE
"LNX2",2155.26068675482,-0.306239124626639,0.241654533780806,0.150659585559479,0.360486862845584,"Her2","High_Q4_vs_Low_Q1","NS",FALSE
"SLC13A3",539.197595597311,0.204838659595341,0.359044728373741,0.150715604225801,0.360561144731586,"Her2","High_Q4_vs_Low_Q1","NS",FALSE
"FOXO3B",135.810367381689,-0.317261205397605,0.254746331072456,0.150730643902329,0.360561144731586,"Her2","High_Q4_vs_Low_Q1","NS",FALSE
"C8G",28.3857145519736,0.464757344585778,0.33405517431394,0.150811031391084,0.360705561742551,"Her2","High_Q4_vs_Low_Q1","NS",FALSE
"IRF2BP2",8649.25199879453,-0.195430449673993,0.140871993939234,0.150910430746048,0.360895406436474,"Her2","High_Q4_vs_Low_Q1","NS",FALSE
"AGBL4",55.6368102762001,-1.27155920233999,0.507288045859648,0.150951896104636,0.360946672628067,"Her2","High_Q4_vs_Low_Q1","NS",FALSE
"FAH",5722.58093933632,-0.38485522667483,0.353080384445807,0.15102544543965,0.361074632225175,"Her2","High_Q4_vs_Low_Q1","NS",FALSE
"PRXL2C",697.966002662572,0.260747004140203,0.196864352063773,0.151075425076688,0.36114621444914,"Her2","High_Q4_vs_Low_Q1","NS",FALSE
"NFATC1",835.612214485403,0.282653472663252,0.218626246546256,0.151296180539616,0.361625963618694,"Her2","High_Q4_vs_Low_Q1","NS",FALSE
"ADAMTSL5",138.804008133102,-0.396545257796768,0.375742604588521,0.151353176295457,0.361666261362599,"Her2","High_Q4_vs_Low_Q1","NS",FALSE
"MIF4GD-DT",58.9068671577141,-0.357403782259324,0.305121755451421,0.151342513655239,0.361666261362599,"Her2","High_Q4_vs_Low_Q1","NS",FALSE
"TRPA1",71.9574294410078,-0.519098119182919,0.497462604229615,0.151373903324413,0.361667835836214,"Her2","High_Q4_vs_Low_Q1","NS",FALSE
"ADCY2",807.73427945205,0.424858168911805,0.496287844571866,0.151406917875928,0.361698763780484,"Her2","High_Q4_vs_Low_Q1","NS",FALSE
"SLC4A2",3424.72590754564,-0.29955816100115,0.233501750814266,0.151459351751919,0.361776068558395,"Her2","High_Q4_vs_Low_Q1","NS",FALSE
"FBH1",3562.00424315366,-0.205744925628281,0.151237937782709,0.151582744740941,0.362007924956993,"Her2","High_Q4_vs_Low_Q1","NS",FALSE
"PEX14",1095.00026696574,-0.279439677399941,0.168240010070876,0.151596593588416,0.362007924956993,"Her2","High_Q4_vs_Low_Q1","NS",FALSE
"DCAF10",3268.81842816059,-0.284806065099937,0.222058747678963,0.151643180219334,0.362071196861796,"Her2","High_Q4_vs_Low_Q1","NS",FALSE
"NIFK",1575.46820341299,-0.198432429917131,0.141559304728836,0.151758601536129,0.362298783532138,"Her2","High_Q4_vs_Low_Q1","NS",FALSE
"NXT2",1110.70344956749,-0.27453029838367,0.210803441194899,0.152006380212767,0.362746157864736,"Her2","High_Q4_vs_Low_Q1","NS",FALSE
"DRP2",81.4459668933898,-0.367937189560888,0.322910028588497,0.151980063335491,0.362746157864736,"Her2","High_Q4_vs_Low_Q1","NS",FALSE
"SULT1C4",158.288102318655,-2.97386865221158,0.383952970106317,0.151990973637026,0.362746157864736,"Her2","High_Q4_vs_Low_Q1","NS",FALSE
"RBM43",669.733617131029,-0.224175604107352,0.164415504538129,0.152047960055736,0.36279734358857,"Her2","High_Q4_vs_Low_Q1","NS",FALSE
"CCDC107",100.87015559376,0.346917742747027,0.291633681303574,0.15209447952946,0.362860300513626,"Her2","High_Q4_vs_Low_Q1","NS",FALSE
"TMEM161A",1640.65140421958,-0.308807288333361,0.243783562159142,0.152135729648224,0.362862641572298,"Her2","High_Q4_vs_Low_Q1","NS",FALSE
"DUXAP8",191.854292816174,-0.38588054803765,0.352944057331106,0.152134340492144,0.362862641572298,"Her2","High_Q4_vs_Low_Q1","NS",FALSE
"FOXL1",65.4797450907942,-0.350624586624636,0.29768311361989,0.152285672476838,0.363172209789277,"Her2","High_Q4_vs_Low_Q1","NS",FALSE
"HEMK1",1109.89674685571,-0.268654300259331,0.206410322727191,0.15236228989023,0.363215238280304,"Her2","High_Q4_vs_Low_Q1","NS",FALSE
"RRBP1",22983.9330646104,-0.269463589065976,0.207091420070734,0.15240251278537,0.363215238280304,"Her2","High_Q4_vs_Low_Q1","NS",FALSE
"ESPL1",1257.23097768928,0.324418479613483,0.257920791560417,0.152399913048016,0.363215238280304,"Her2","High_Q4_vs_Low_Q1","NS",FALSE
"RERE",7455.3450599812,-0.255035480563837,0.196466559334505,0.152424639169567,0.363215238280304,"Her2","High_Q4_vs_Low_Q1","NS",FALSE
"CAVIN4",44.3313102013599,-0.338511201240163,0.281170789361576,0.152422913869388,0.363215238280304,"Her2","High_Q4_vs_Low_Q1","NS",FALSE
"SINHCAF",2577.95150480119,-0.313288037110395,0.250177032339085,0.152449600960571,0.363226693351587,"Her2","High_Q4_vs_Low_Q1","NS",FALSE
"ZNF675",818.026020058674,-0.297885607165656,0.234998705057572,0.152587564492897,0.363507347956508,"Her2","High_Q4_vs_Low_Q1","NS",FALSE
"PSEN1",5405.44475485659,-0.18626873411915,0.133770038731437,0.15263907095966,0.363581990065422,"Her2","High_Q4_vs_Low_Q1","NS",FALSE
"SETD1B",2820.91832083737,-0.164542939359399,0.118561660957726,0.152677594141333,0.363625690711656,"Her2","High_Q4_vs_Low_Q1","NS",FALSE
"SPOP",4690.59274832838,-0.333797803996397,0.274440694638719,0.152721696565135,0.363634616923882,"Her2","High_Q4_vs_Low_Q1","NS",FALSE
"NEAT1",12605.728067893,-0.337245289279341,0.281023507330414,0.152715363316018,0.363634616923882,"Her2","High_Q4_vs_Low_Q1","NS",FALSE
"POU5F1",23.9038574308172,0.346374023792449,0.290248076720575,0.152775165103193,0.363713873908816,"Her2","High_Q4_vs_Low_Q1","NS",FALSE
"SRSF6",7365.41441801878,-0.174817177909147,0.12694342124704,0.152805934792618,0.363739077642658,"Her2","High_Q4_vs_Low_Q1","NS",FALSE
"ATXN7L3B",10432.0822101596,-0.28857708083661,0.226850040462108,0.152906917755376,0.363931388244504,"Her2","High_Q4_vs_Low_Q1","NS",FALSE
"PPAN",196.875229014064,-0.329267642304038,0.269830236026501,0.152988911277548,0.364078457552354,"Her2","High_Q4_vs_Low_Q1","NS",FALSE
"DAD1",8655.74408329178,-0.246893369700318,0.182890754673015,0.153082833113567,0.364159657665846,"Her2","High_Q4_vs_Low_Q1","NS",FALSE
"GCSAML",15.1172007616098,0.401301114977307,0.387450619527718,0.153064933909616,0.364159657665846,"Her2","High_Q4_vs_Low_Q1","NS",FALSE
"COL15A1",7763.97042150184,0.3308201691016,0.269376730869059,0.153083651452472,0.364159657665846,"Her2","High_Q4_vs_Low_Q1","NS",FALSE
"IRF2-DT",210.75337165876,-0.30213200912905,0.240057212639671,0.153197186245665,0.364381640559506,"Her2","High_Q4_vs_Low_Q1","NS",FALSE
