"gene","baseMean","log2FoldChange","lfcSE","pvalue","padj","subtype","comparison","direction","significant"
"XPO7",4207.11298482719,-0.415502742189005,0.17358689900856,0.00958646781235108,0.0553032403694594,"Her2","High_Q4_vs_Low_Q1","NS",FALSE
"EPB41L4A",602.530983671417,-0.737940964931399,0.353112346658087,0.00959336657407851,0.0553253287673737,"Her2","High_Q4_vs_Low_Q1","NS",FALSE
"PLVAP",6839.20463993885,0.547155553828268,0.233750645157246,0.00960926881948398,0.0553847274512285,"Her2","High_Q4_vs_Low_Q1","NS",FALSE
"TRAF3IP2-AS1",82.7855761708038,0.510503141404596,0.217392583059245,0.00960981260348416,0.0553847274512285,"Her2","High_Q4_vs_Low_Q1","NS",FALSE
"SLC25A18",319.272408511497,-0.974487839574181,0.546856829101181,0.00961853728120757,0.055417288645116,"Her2","High_Q4_vs_Low_Q1","NS",FALSE
"ZMPSTE24",6557.17179127431,-0.465596564183022,0.195275995718885,0.00962811917580892,0.0554498884796114,"Her2","High_Q4_vs_Low_Q1","NS",FALSE
"SPATA31H1",222.293381430115,-0.688840875956705,0.32120299580612,0.0096303490700912,0.0554498884796114,"Her2","High_Q4_vs_Low_Q1","NS",FALSE
"AP2B1",22448.6518352267,0.775504557111772,0.363466714048323,0.00964068465038115,0.0554916699997346,"Her2","High_Q4_vs_Low_Q1","NS",FALSE
"PDK3",3849.70962703704,-0.64822584418406,0.295570770424189,0.00966127160553618,0.0555696026417838,"Her2","High_Q4_vs_Low_Q1","NS",FALSE
"CHRM3",57.0703031988359,-0.993189314898995,0.564379172850034,0.0096634743468733,0.0555696026417838,"Her2","High_Q4_vs_Low_Q1","NS",FALSE
"CXCL14",5090.84882037003,-0.0486687145705407,0.347357938689214,0.00965944847698444,0.0555696026417838,"Her2","High_Q4_vs_Low_Q1","NS",FALSE
"TUBGCP4",707.299892075449,-0.476347203783733,0.200726323418259,0.00970502260176743,0.0557373860194559,"Her2","High_Q4_vs_Low_Q1","NS",FALSE
"ANK2",554.946021502908,0.10097102230985,0.265054869871564,0.00969581512039064,0.0557373860194559,"Her2","High_Q4_vs_Low_Q1","NS",FALSE
"STX19",154.10239467403,-1.00447485160521,0.57795348413773,0.0097034427461816,0.0557373860194559,"Her2","High_Q4_vs_Low_Q1","NS",FALSE
"MT1X",418.087858315463,-0.784019423988514,0.38694448898687,0.00970112715489368,0.0557373860194559,"Her2","High_Q4_vs_Low_Q1","NS",FALSE
"ALDH8A1",53.8544718194918,-0.83903182314848,0.428722925836237,0.00972766861388625,0.0558496475818598,"Her2","High_Q4_vs_Low_Q1","NS",FALSE
"EOLA1",1099.93365927252,-0.41058399419402,0.169099016278875,0.00973443538635842,0.0558706988958444,"Her2","High_Q4_vs_Low_Q1","NS",FALSE
"RAB9A",1740.84368041845,-0.383766786195557,0.155914601529984,0.00974134520773861,0.0558925575720679,"Her2","High_Q4_vs_Low_Q1","NS",FALSE
"PLAGL1",467.750511673651,0.044832697489797,0.236064976250403,0.00979163640739081,0.0560918217844874,"Her2","High_Q4_vs_Low_Q1","NS",FALSE
"SEC22A",799.056755106848,-0.346782993121101,0.140155418917068,0.0097845845334525,0.0560918217844874,"Her2","High_Q4_vs_Low_Q1","NS",FALSE
"LPGAT1",6594.0144524322,-0.577409840627222,0.258314907504867,0.00979144683635515,0.0560918217844874,"Her2","High_Q4_vs_Low_Q1","NS",FALSE
"SMIM3",1092.30262526136,-0.460772817739191,0.193701761072702,0.00979101389104462,0.0560918217844874,"Her2","High_Q4_vs_Low_Q1","NS",FALSE
"L3MBTL4-AS1",26.9389151858901,0.675895686179967,0.312700413058608,0.00978052171060452,0.0560918217844874,"Her2","High_Q4_vs_Low_Q1","NS",FALSE
"PYGO2",5202.7611176111,-0.385378404408019,0.156210946782648,0.00979676593249638,0.0561033732556244,"Her2","High_Q4_vs_Low_Q1","NS",FALSE
"FRK",2592.02237670365,-0.800686225106445,0.400982521632133,0.00981091210312124,0.0561665368241585,"Her2","High_Q4_vs_Low_Q1","NS",FALSE
"USP3",1424.13965315817,-0.397726479827539,0.163421541840744,0.00984936227592767,0.0563687541876051,"Her2","High_Q4_vs_Low_Q1","NS",FALSE
"PYDC1",162.158551294052,1.26936518462737,0.937069559724111,0.00985955156291868,0.0563912530202858,"Her2","High_Q4_vs_Low_Q1","NS",FALSE
"RPL13AP16",13.095538589355,0.6928059645905,0.326306519748035,0.0098590942208972,0.0563912530202858,"Her2","High_Q4_vs_Low_Q1","NS",FALSE
"SCOC",5050.75900787564,-0.447529008091243,0.189054153687824,0.00987833280646287,0.0564807467760386,"Her2","High_Q4_vs_Low_Q1","NS",FALSE
"COX16",226.85239231781,-0.512578004259387,0.219891092024704,0.00989753459734569,0.0565725875399188,"Her2","High_Q4_vs_Low_Q1","NS",FALSE
"TREM1",267.138303622822,-0.790331075706485,0.393515940696269,0.00992570690206788,0.0567156277073771,"Her2","High_Q4_vs_Low_Q1","NS",FALSE
"ZNF236-DT",51.7725886299938,0.641341555160213,0.29239455387627,0.00992914900315898,0.0567173132598831,"Her2","High_Q4_vs_Low_Q1","NS",FALSE
"ENTPD7",1921.54800120234,-0.540013474753844,0.233480291852201,0.00993733803189048,0.0567461045661376,"Her2","High_Q4_vs_Low_Q1","NS",FALSE
"ZFHX3",2403.87536647856,-0.596532551462469,0.264571714079079,0.00994385160558844,0.0567497630753458,"Her2","High_Q4_vs_Low_Q1","NS",FALSE
"PARVA",6275.440349662,-0.355835596059503,0.141339727998349,0.00994427653933759,0.0567497630753458,"Her2","High_Q4_vs_Low_Q1","NS",FALSE
"SLC25A10",830.576740593265,0.258633493833791,0.313240200281555,0.00996500700921556,0.0568484048271517,"Her2","High_Q4_vs_Low_Q1","NS",FALSE
"UCHL5",2735.65765526194,-0.387516994557405,0.158307139308006,0.00997110940946512,0.0568488876233408,"Her2","High_Q4_vs_Low_Q1","NS",FALSE
"PRICKLE3",510.986757958988,-0.366486107571431,0.149481687098629,0.00998812358818771,0.0569098840677581,"Her2","High_Q4_vs_Low_Q1","NS",FALSE
"BTRC",1865.28370097551,-0.441125690833942,0.18382518541908,0.00998809178099204,0.0569098840677581,"Her2","High_Q4_vs_Low_Q1","NS",FALSE
"MATN4",18.9981595784442,1.21298996261428,0.857324194107825,0.00999797399695883,0.0569454204573162,"Her2","High_Q4_vs_Low_Q1","NS",FALSE
"THRA",4519.849212247,-0.91173894115286,0.496049423297432,0.010003839816217,0.0569454204573162,"Her2","High_Q4_vs_Low_Q1","NS",FALSE
"PPP1R14D",29.0228073886663,-2.49318405837759,0.503094222834695,0.010001573131473,0.0569454204573162,"Her2","High_Q4_vs_Low_Q1","NS",FALSE
"SCD",84381.2951431514,-0.815576900548214,0.434327778166737,0.0100340177733361,0.0570991690278063,"Her2","High_Q4_vs_Low_Q1","NS",FALSE
"CAMSAP2",3364.84984216089,-0.547474692171714,0.23771433621812,0.0100445817988532,0.0571051902772657,"Her2","High_Q4_vs_Low_Q1","NS",FALSE
"RGS20",16.3630878370407,0.213590343694592,0.362506301688553,0.0100406687784248,0.0571051902772657,"Her2","High_Q4_vs_Low_Q1","NS",FALSE
"DEAF1",1833.60846052494,-0.595655254207069,0.268208627983123,0.0100416981621021,0.0571051902772657,"Her2","High_Q4_vs_Low_Q1","NS",FALSE
"FAM89A",190.593364942777,0.575247782429541,0.253798393666162,0.0100669268326219,0.0572141770348508,"Her2","High_Q4_vs_Low_Q1","NS",FALSE
"EWSAT1",92.4712658698294,-0.899495427928856,0.483351622793379,0.0100977947971288,0.0573715188631323,"Her2","High_Q4_vs_Low_Q1","NS",FALSE
"DENR",5521.21215506349,-0.30241213381385,0.120127874799655,0.0101172762205932,0.057464088259543,"Her2","High_Q4_vs_Low_Q1","NS",FALSE
"GRK6",2665.78081186209,0.437541938992928,0.182328031816127,0.0101227399666096,0.0574770068299427,"Her2","High_Q4_vs_Low_Q1","NS",FALSE
"NIBAN2",14526.533630056,-0.42186091321531,0.17778173113484,0.0101381916554743,0.0575284918183115,"Her2","High_Q4_vs_Low_Q1","NS",FALSE
"USP34-DT",85.3324027341231,-0.497177499753736,0.212891717207757,0.0101363383689507,0.0575284918183115,"Her2","High_Q4_vs_Low_Q1","NS",FALSE
"GPC6",1157.35289741459,-0.665961584017314,0.313968520803182,0.0101674681546728,0.0576764592645618,"Her2","High_Q4_vs_Low_Q1","NS",FALSE
"ARB2A",1309.40302075959,-0.42858014203602,0.17852072625606,0.0101982568114047,0.0577928760973453,"Her2","High_Q4_vs_Low_Q1","NS",FALSE
"HERC4",2942.37317722017,-0.34689667656986,0.137808628298876,0.0102008178263043,0.0577928760973453,"Her2","High_Q4_vs_Low_Q1","NS",FALSE
"HACD1",96.2744415890114,0.834948634451372,0.427479229217701,0.0101919496573375,0.0577928760973453,"Her2","High_Q4_vs_Low_Q1","NS",FALSE
"SPATA41",61.1353101497186,-0.766692185672954,0.378462601733973,0.0101945380383388,0.0577928760973453,"Her2","High_Q4_vs_Low_Q1","NS",FALSE
"TXLNG",1788.67196318414,-0.561555638347052,0.248918532866882,0.010211256491761,0.0578338354791066,"Her2","High_Q4_vs_Low_Q1","NS",FALSE
"THEM4",1045.1972115601,-0.546611372435108,0.2407302875909,0.0102297105526464,0.057920151925791,"Her2","High_Q4_vs_Low_Q1","NS",FALSE
"OVOL2",717.262359639833,-0.466670483445305,0.197076132904444,0.0102364920894009,0.057922272792445,"Her2","High_Q4_vs_Low_Q1","NS",FALSE
"TAF13",1929.33969827359,-0.503893873302691,0.216757603675629,0.0102365130864464,0.057922272792445,"Her2","High_Q4_vs_Low_Q1","NS",FALSE
"IL11RA",289.835759526664,0.540175517776282,0.235668895945241,0.0102449433886122,0.0579517795824133,"Her2","High_Q4_vs_Low_Q1","NS",FALSE
"TCTA",2980.45400102544,-0.559439415604813,0.246359907358973,0.0102486091246574,0.057954324959076,"Her2","High_Q4_vs_Low_Q1","NS",FALSE
"INPP5A",1396.61549260135,-0.39109158177091,0.161488177333455,0.0102678387302028,0.0580448524453311,"Her2","High_Q4_vs_Low_Q1","NS",FALSE
"PLEKHA5",1567.62172796403,-0.499763243642051,0.216368582757177,0.0102716994195937,0.0580484687801559,"Her2","High_Q4_vs_Low_Q1","NS",FALSE
"OFD1",2014.89216324457,-0.432776583430435,0.18075109336205,0.0102936072161969,0.0581540405173355,"Her2","High_Q4_vs_Low_Q1","NS",FALSE
"RASA4B",71.5424831032138,0.630726434971377,0.28847056121207,0.0103273673955004,0.0583264854909772,"Her2","High_Q4_vs_Low_Q1","NS",FALSE
"CYP3A5",294.23970198454,-0.512448793475964,0.221456896459545,0.0103371400988535,0.0583633893676495,"Her2","High_Q4_vs_Low_Q1","NS",FALSE
"DCTN4",4912.49619204215,-0.395009165856193,0.163132079989488,0.0103646990557127,0.0585006596874582,"Her2","High_Q4_vs_Low_Q1","NS",FALSE
"LRRC41",5836.1649084151,-0.404028722651484,0.16896708216197,0.0103868609879447,0.0586073915857043,"Her2","High_Q4_vs_Low_Q1","NS",FALSE
"HTATSF1",5964.40150790751,-0.320373413889561,0.130396260232114,0.0103938117852486,0.058628255397105,"Her2","High_Q4_vs_Low_Q1","NS",FALSE
"MTMR3",416.333120786079,-0.442167843734839,0.185025197472098,0.0104065601437595,0.0586619813075789,"Her2","High_Q4_vs_Low_Q1","NS",FALSE
"ZNF438",506.474222384185,0.343993162141321,0.140005428400013,0.0104095558884495,0.0586619813075789,"Her2","High_Q4_vs_Low_Q1","NS",FALSE
"SEPTIN10",2272.51336905786,-0.45666319996285,0.19526492360078,0.0104045120359859,0.0586619813075789,"Her2","High_Q4_vs_Low_Q1","NS",FALSE
"FCGR3A",5130.28231524286,0.595191181039285,0.264066836395072,0.0104247224724383,0.0587107338744635,"Her2","High_Q4_vs_Low_Q1","NS",FALSE
"NAXD-AS1",146.73323138033,-0.938553517315839,0.525315293034719,0.0104222838409232,0.0587107338744635,"Her2","High_Q4_vs_Low_Q1","NS",FALSE
"YIPF3",8081.78859724219,-0.437414802489181,0.184405261895785,0.0104313540497974,0.0587297290488748,"Her2","High_Q4_vs_Low_Q1","NS",FALSE
"SGCA",20.5171337464214,0.979449491930777,0.565783564205945,0.0104378989765687,0.0587482246582513,"Her2","High_Q4_vs_Low_Q1","NS",FALSE
"SUB1",8636.68959056852,0.308191297840866,0.125529491804166,0.0104967841788353,0.0590612065160692,"Her2","High_Q4_vs_Low_Q1","NS",FALSE
"LTBP4",1810.44060654874,0.594838070044484,0.264126993962776,0.0105288936693185,0.0592233838041379,"Her2","High_Q4_vs_Low_Q1","NS",FALSE
"EMILIN3",14.2688373230891,-0.329742971848366,0.395267563551038,0.010534007815661,0.0592336626689058,"Her2","High_Q4_vs_Low_Q1","NS",FALSE
"LRP6",1884.96525394499,-0.479168277084194,0.206448696446361,0.0105416262755423,0.0592395349977622,"Her2","High_Q4_vs_Low_Q1","NS",FALSE
"SEMA6A",395.447191239952,0.626857245055434,0.285632200899077,0.0105403789181021,0.0592395349977622,"Her2","High_Q4_vs_Low_Q1","NS",FALSE
"HHIPL2",450.410517109536,-2.52996108413633,0.697109809973539,0.0105618884093297,0.0593348980401932,"Her2","High_Q4_vs_Low_Q1","NS",FALSE
"DEPDC1B",447.488375625746,0.604952560639005,0.27210888247732,0.0105780559062337,0.0593886989227863,"Her2","High_Q4_vs_Low_Q1","NS",FALSE
"CAB39L",2031.92859997418,-0.704047960980936,0.34200631814591,0.0105953647745594,0.0593933635978568,"Her2","High_Q4_vs_Low_Q1","NS",FALSE
"PPP2CB",3776.21928496618,-0.393636119455482,0.16210462932781,0.0105942944638116,0.0593933635978568,"Her2","High_Q4_vs_Low_Q1","NS",FALSE
"RTN4",17614.9395175383,-0.344044831463446,0.140645373652778,0.0105944693703745,0.0593933635978568,"Her2","High_Q4_vs_Low_Q1","NS",FALSE
"FAM219B",434.900342209273,-0.409602197741945,0.170760717276618,0.0105908149820709,0.0593933635978568,"Her2","High_Q4_vs_Low_Q1","NS",FALSE
"SKIC3",4817.49148322081,-0.494895097152319,0.210532525652474,0.0105897174635753,0.0593933635978568,"Her2","High_Q4_vs_Low_Q1","NS",FALSE
"SETD3",4238.6041055973,-0.325173416424648,0.131383802080194,0.0106062277956373,0.0594357703149798,"Her2","High_Q4_vs_Low_Q1","NS",FALSE
"PSMC4",7785.86685265639,0.631161663016961,0.283275666425015,0.0106220761485552,0.0595060790641164,"Her2","High_Q4_vs_Low_Q1","NS",FALSE
"FCHSD1",513.804357746729,0.589004815036765,0.264094105149889,0.0106366424784541,0.0595691643091048,"Her2","High_Q4_vs_Low_Q1","NS",FALSE
"CHST1",2750.13632458993,1.01060405778779,0.588269939090212,0.0106701092130648,0.0597380267902619,"Her2","High_Q4_vs_Low_Q1","NS",FALSE
"ITGA6",5875.00280830661,-0.625166842386067,0.293988371698272,0.0106911142734612,0.0598370377131419,"Her2","High_Q4_vs_Low_Q1","NS",FALSE
"RNF150",375.938989152743,-0.736894143717247,0.362148250529195,0.0106988909166267,0.0598619720892415,"Her2","High_Q4_vs_Low_Q1","NS",FALSE
"TGFBR2",5002.11107150409,0.487737832325865,0.207561571003268,0.0107039807458023,0.0598718625080228,"Her2","High_Q4_vs_Low_Q1","NS",FALSE
"FBXL7",1125.34997963816,0.633996145748141,0.288604053415813,0.0107123514247409,0.0599000922670433,"Her2","High_Q4_vs_Low_Q1","NS",FALSE
"HSPA4",12094.9669037177,-0.414129411131022,0.172395335384502,0.0107181128774538,0.0599137190686948,"Her2","High_Q4_vs_Low_Q1","NS",FALSE
"ANGPT2",978.72062803197,-0.666688734840407,0.313510276826147,0.0107265009188571,0.0599234344574218,"Her2","High_Q4_vs_Low_Q1","NS",FALSE
"CBX6",4421.0808960459,-0.734146816557869,0.370407041834153,0.0107244508527144,0.0599234344574218,"Her2","High_Q4_vs_Low_Q1","NS",FALSE
"MFN1",3211.45014685406,-0.397827408389532,0.165479494636819,0.0107368400166371,0.0599597642656445,"Her2","High_Q4_vs_Low_Q1","NS",FALSE
"POFUT3",396.431849855883,-0.59979829281899,0.274246225301571,0.0107396581427977,0.0599597642656445,"Her2","High_Q4_vs_Low_Q1","NS",FALSE
"AMPH",250.394825529589,-0.752634580181901,0.372912909385962,0.0107793174447072,0.0601577457846977,"Her2","High_Q4_vs_Low_Q1","NS",FALSE
"ANKRD52",4714.33963531632,-0.466665190344693,0.200715236849459,0.0107817955212836,0.0601577457846977,"Her2","High_Q4_vs_Low_Q1","NS",FALSE
"GPR153",853.999293309644,0.539074230409784,0.237018027919045,0.0107945681994607,0.0602103708111054,"Her2","High_Q4_vs_Low_Q1","NS",FALSE
"NTF3",19.9748385910396,-1.00867969337204,0.605739720903858,0.0108061030941456,0.060256061250833,"Her2","High_Q4_vs_Low_Q1","NS",FALSE
"DNAH1",338.152139059004,0.443894684111622,0.187864703289084,0.0108445782297847,0.0604145251490508,"Her2","High_Q4_vs_Low_Q1","NS",FALSE
"BSCL2",91.9179607396423,-0.543855265577674,0.24009755698922,0.0108379867152454,0.0604145251490508,"Her2","High_Q4_vs_Low_Q1","NS",FALSE
"WNT5A-AS1",21.0276791141423,-0.779678218744404,0.392976155514185,0.0108437844664788,0.0604145251490508,"Her2","High_Q4_vs_Low_Q1","NS",FALSE
"NUAK1",1405.90579208443,-0.493191196449238,0.214170037357138,0.0108698795114393,0.0605367640776142,"Her2","High_Q4_vs_Low_Q1","NS",FALSE
"GRAMD4",3225.68280240095,-0.451056038229311,0.191581185283164,0.0108885756541459,0.0606221533639227,"Her2","High_Q4_vs_Low_Q1","NS",FALSE
"NAA35",2025.32134374713,-0.450378303157551,0.191825244362367,0.0108956906427523,0.0606430317367763,"Her2","High_Q4_vs_Low_Q1","NS",FALSE
"UBA1",28669.7598739179,-0.416145705403859,0.177684913851526,0.0109012863026038,0.0606498956315127,"Her2","High_Q4_vs_Low_Q1","NS",FALSE
"PSMD12",6330.54512145796,-0.624454179119265,0.295691012655892,0.0109036545248086,0.0606498956315127,"Her2","High_Q4_vs_Low_Q1","NS",FALSE
"DGCR2",8096.09559143013,-0.340787484514107,0.136477099652056,0.0109255221202917,0.0607340406082347,"Her2","High_Q4_vs_Low_Q1","NS",FALSE
"RRAD",65.9714789792834,0.66984380142604,0.43169199026686,0.0109232131514921,0.0607340406082347,"Her2","High_Q4_vs_Low_Q1","NS",FALSE
"MAN2B2",4971.19730356055,-0.492323692627184,0.213191928913105,0.0109427561400749,0.0607981388816044,"Her2","High_Q4_vs_Low_Q1","NS",FALSE
"DNTTIP2",4721.98113932319,-0.553846913824114,0.248544164786787,0.0109437999407349,0.0607981388816044,"Her2","High_Q4_vs_Low_Q1","NS",FALSE
"MMP3",1027.5257081996,-0.0950621544121129,0.347376666714918,0.0109783211837711,0.0609335707957879,"Her2","High_Q4_vs_Low_Q1","NS",FALSE
"EPG5",2369.51543460634,-0.482557177603233,0.208021643552581,0.0109716117457361,0.0609335707957879,"Her2","High_Q4_vs_Low_Q1","NS",FALSE
"ANKRD30B",272.584049441135,-1.37610186386501,0.890898849914283,0.010975757658471,0.0609335707957879,"Her2","High_Q4_vs_Low_Q1","NS",FALSE
"EPB41L5",2077.21336909637,-0.453691479941368,0.195430371781819,0.010985546860391,0.060954903176714,"Her2","High_Q4_vs_Low_Q1","NS",FALSE
"DARS2",2487.32406826663,-0.458926898480499,0.196548047945474,0.0110017553907881,0.0610260497546273,"Her2","High_Q4_vs_Low_Q1","NS",FALSE
"ARSG",658.127338074277,-0.720883347320955,0.352473480323696,0.0110224010660579,0.0611029566325733,"Her2","High_Q4_vs_Low_Q1","NS",FALSE
"LINC00940",52.3216100362483,-0.97560238913123,0.573242661418786,0.011021547339635,0.0611029566325733,"Her2","High_Q4_vs_Low_Q1","NS",FALSE
"TMC3",18.4430764135806,-0.839818131185491,0.443860787603424,0.0110262322092259,0.0611053987929489,"Her2","High_Q4_vs_Low_Q1","NS",FALSE
"ZNF70",455.37517614924,-0.515032900280858,0.225364120202404,0.0110462143825788,0.0611973180457534,"Her2","High_Q4_vs_Low_Q1","NS",FALSE
"CA12",10456.4606555222,-0.876553899417834,0.479994636149725,0.0110577317574835,0.0612234844034926,"Her2","High_Q4_vs_Low_Q1","NS",FALSE
"UPP1",602.496310191079,0.532520197845779,0.233671242236119,0.0110555239691237,0.0612234844034926,"Her2","High_Q4_vs_Low_Q1","NS",FALSE
"RN7SL268P",12.0711274951243,-0.70944829196878,0.343344783413433,0.0111191740181275,0.0615258686382233,"Her2","High_Q4_vs_Low_Q1","NS",FALSE
"IARS2",9880.27954140165,-0.396580842817155,0.16892055152444,0.0111296817403266,0.0615651087551152,"Her2","High_Q4_vs_Low_Q1","NS",FALSE
"CILK1",2289.83858493342,-0.509446409277414,0.223280670586266,0.0111561999741639,0.0616550248188844,"Her2","High_Q4_vs_Low_Q1","NS",FALSE
"RHEBL1",91.9059610032302,0.562887977811168,0.251701099126958,0.0111493974596619,0.0616550248188844,"Her2","High_Q4_vs_Low_Q1","NS",FALSE
"TBL1XR1",10637.4185599792,-0.430032671942401,0.183652249266598,0.0111530513861603,0.0616550248188844,"Her2","High_Q4_vs_Low_Q1","NS",FALSE
"HMGXB4",2319.27657598733,-0.522649186829961,0.231658198028729,0.0111643152317958,0.0616809592603998,"Her2","High_Q4_vs_Low_Q1","NS",FALSE
"HMCN2",125.188596892745,0.776276173401079,0.390916900337342,0.0111756388053847,0.0617245977783156,"Her2","High_Q4_vs_Low_Q1","NS",FALSE
"LINGO4",67.7103758149629,-1.02876527294019,0.636575504651752,0.0111941485582637,0.0618078876584035,"Her2","High_Q4_vs_Low_Q1","NS",FALSE
"LETM2",86.9541648263111,-0.701444792744773,0.339622637902717,0.0112297557533094,0.0619475537759845,"Her2","High_Q4_vs_Low_Q1","NS",FALSE
"CERS6",4810.90999031793,-0.626367622182949,0.293431296294338,0.0112238615187987,0.0619475537759845,"Her2","High_Q4_vs_Low_Q1","NS",FALSE
"COPB2-DT",323.43373972304,-0.596059202828996,0.271481413820985,0.0112271318642437,0.0619475537759845,"Her2","High_Q4_vs_Low_Q1","NS",FALSE
"MYBL2",4411.28689121958,0.616184462413577,0.280406181415376,0.0112560591144762,0.0620736528032712,"Her2","High_Q4_vs_Low_Q1","NS",FALSE
"MIEF1",3061.48972860085,-0.435925420143944,0.187419113341751,0.0113051655338117,0.0622874360225923,"Her2","High_Q4_vs_Low_Q1","NS",FALSE
"FAM168B",6410.03725767784,-0.367009613302151,0.152696905165709,0.0113074883263986,0.0622874360225923,"Her2","High_Q4_vs_Low_Q1","NS",FALSE
"MARCHF5",3852.94987246874,-0.360422682549874,0.148161098309561,0.0113086500203042,0.0622874360225923,"Her2","High_Q4_vs_Low_Q1","NS",FALSE
"ITGB1",20569.8030822879,-0.543091604450036,0.243173098213359,0.0113573635067769,0.0625366346224056,"Her2","High_Q4_vs_Low_Q1","NS",FALSE
"SOX6",89.9855199999078,-0.860101252597215,0.464966255663256,0.0113758952916586,0.0625763699451443,"Her2","High_Q4_vs_Low_Q1","NS",FALSE
"SLC38A6",499.916252346631,0.414151364285176,0.174631308083926,0.0113756663292179,0.0625763699451443,"Her2","High_Q4_vs_Low_Q1","NS",FALSE
"CHM",1156.94408025532,-0.459571877129801,0.197719200035053,0.0113814182052128,0.0625763699451443,"Her2","High_Q4_vs_Low_Q1","NS",FALSE
"ARHGAP8",183.841714666353,-0.705318173555181,0.344430744724204,0.0113778634467104,0.0625763699451443,"Her2","High_Q4_vs_Low_Q1","NS",FALSE
"SMIM10L1",1899.48288610917,-0.470354456281963,0.20431805733241,0.0113819409987894,0.0625763699451443,"Her2","High_Q4_vs_Low_Q1","NS",FALSE
"SLC39A9",7672.68858801441,-0.408597467743468,0.173582072994879,0.0114125591135593,0.0627255688760495,"Her2","High_Q4_vs_Low_Q1","NS",FALSE
"LOC105374971",433.620890476213,-0.640913912705078,0.301005735244659,0.0114174001521708,0.0627330443726894,"Her2","High_Q4_vs_Low_Q1","NS",FALSE
"RAP1GAP2",1488.94972874555,-0.579502654133267,0.262576024240231,0.011443243253729,0.0628558762324608,"Her2","High_Q4_vs_Low_Q1","NS",FALSE
"ATG14",1263.92106300909,-0.354299776792842,0.146944929888291,0.0114685408446895,0.0629756377522833,"Her2","High_Q4_vs_Low_Q1","NS",FALSE
"CCPG1",993.531650228932,-0.466866803609656,0.2031910025738,0.0114992060495766,0.0631055698615925,"Her2","High_Q4_vs_Low_Q1","NS",FALSE
"LCAL1",357.788370803504,-1.23705851373052,1.08482743177773,0.0114986405857706,0.0631055698615925,"Her2","High_Q4_vs_Low_Q1","NS",FALSE
"TMEM260",837.328024376767,-0.439546470409119,0.187011686720379,0.0115065264851092,0.0631265206437253,"Her2","High_Q4_vs_Low_Q1","NS",FALSE
"SLC43A3",988.129745615901,0.546245716873507,0.242089457913052,0.0115202126674661,0.0631823714829804,"Her2","High_Q4_vs_Low_Q1","NS",FALSE
"FYCO1",4074.22320474102,-0.507940312658969,0.220072423539564,0.0115238251373697,0.0631829560771759,"Her2","High_Q4_vs_Low_Q1","NS",FALSE
"LTAP1",16173.7169333356,-0.391178228583507,0.163457931166857,0.0115703439554167,0.0633994341029249,"Her2","High_Q4_vs_Low_Q1","NS",FALSE
"FRZB",582.954140425546,0.611166107840822,0.28212268659792,0.0115701095912644,0.0633994341029249,"Her2","High_Q4_vs_Low_Q1","NS",FALSE
"STAB1",2338.11993746647,0.582120093834184,0.264193934800104,0.0115744226818233,0.0634025062528328,"Her2","High_Q4_vs_Low_Q1","NS",FALSE
"MORC2",3644.99882065423,-0.409841524962133,0.17365350453678,0.0115800879963297,0.06341426492551,"Her2","High_Q4_vs_Low_Q1","NS",FALSE
"PRSS12",10.5126363357507,0.81798337469096,0.42726251844825,0.0115930485416848,0.0634466810866214,"Her2","High_Q4_vs_Low_Q1","NS",FALSE
"CFD",1015.94563020152,0.940769424173,0.535724054180093,0.0116331918390225,0.0636277339371361,"Her2","High_Q4_vs_Low_Q1","NS",FALSE
"PLEKHA1",2162.79926784044,-0.381320993507155,0.159879126593152,0.0116477882645635,0.0636697782745718,"Her2","High_Q4_vs_Low_Q1","NS",FALSE
"PARG",1515.39460604351,-0.401021505754031,0.168999554391047,0.0116479446771315,0.0636697782745718,"Her2","High_Q4_vs_Low_Q1","NS",FALSE
"TTC28-AS1",606.364897074375,-0.481857676487668,0.209776379212539,0.0116596536905568,0.0636951436226781,"Her2","High_Q4_vs_Low_Q1","NS",FALSE
"STARD4-AS1",137.352109041926,-0.67363316144564,0.32323769519194,0.0116582220726683,0.0636951436226781,"Her2","High_Q4_vs_Low_Q1","NS",FALSE
"TMEM140",1105.33160033515,0.382778386712776,0.159673484213193,0.0116665873350524,0.0637137081673682,"Her2","High_Q4_vs_Low_Q1","NS",FALSE
"AAMDC",365.463181903788,-1.03553059105587,0.313715859141722,0.0117051263788303,0.0639048129655496,"Her2","High_Q4_vs_Low_Q1","NS",FALSE
"TBC1D14",1348.52132034257,-0.581363453640605,0.264341105880447,0.0117173362612555,0.0639520999698203,"Her2","High_Q4_vs_Low_Q1","NS",FALSE
"RAD54B",162.368830228585,0.559200627818518,0.251862675350207,0.0117279694971401,0.0639715416330977,"Her2","High_Q4_vs_Low_Q1","NS",FALSE
"LOC101929691",44.1836376377107,-0.786872451126305,0.406715088225212,0.0117279976448649,0.0639715416330977,"Her2","High_Q4_vs_Low_Q1","NS",FALSE
"CARD6",424.085943253002,0.52637736207289,0.233572865426184,0.011773770670106,0.0642017836661573,"Her2","High_Q4_vs_Low_Q1","NS",FALSE
"CCL2",1271.81167732626,0.778624147867343,0.395190888328144,0.0118278161566461,0.0644600459681661,"Her2","High_Q4_vs_Low_Q1","NS",FALSE
