"gene","baseMean","log2FoldChange","lfcSE","pvalue","padj","subtype","comparison","direction","significant"
"CCL5",2705.56057515732,3.5469593219504,0.104086854382773,1.43133248666859e-255,2.58341200518814e-251,"LumA","High_Q4_vs_Low_Q1","UP",TRUE
"NKG7",482.750202808962,3.78090413503914,0.113612760203199,4.70624950606115e-244,4.24715486674489e-240,"LumA","High_Q4_vs_Low_Q1","UP",TRUE
"CD247",428.952304250395,3.62542739581739,0.112276789815343,5.60358556145514e-230,3.3713038599568e-226,"LumA","High_Q4_vs_Low_Q1","UP",TRUE
"GZMK",176.590053950514,4.43932784570788,0.138739892838674,8.87066154797966e-226,4.00266425698712e-222,"LumA","High_Q4_vs_Low_Q1","UP",TRUE
"CD2",1173.37360890181,3.64186936428498,0.115818068634215,2.93683888771704e-218,1.0601401016881e-214,"LumA","High_Q4_vs_Low_Q1","UP",TRUE
"GZMA",471.168117979663,3.59804363847314,0.114499092257912,6.50291904469351e-218,1.95618643062789e-214,"LumA","High_Q4_vs_Low_Q1","UP",TRUE
"CD8A",1010.53724796318,3.46799487752992,0.110445233642649,1.21247124912217e-217,3.12627051077229e-214,"LumA","High_Q4_vs_Low_Q1","UP",TRUE
"PRF1",366.515844612917,3.33174470456551,0.10630996267021,8.54483853525803e-217,1.9278223840359e-213,"LumA","High_Q4_vs_Low_Q1","UP",TRUE
"CD3D",499.251599006259,3.9027449911727,0.125056978728414,5.20665136350862e-215,1.04416500511074e-211,"LumA","High_Q4_vs_Low_Q1","UP",TRUE
"TBX21",89.7938541807519,3.74607536244457,0.120798430140499,1.81775291678176e-212,3.2808622394994e-209,"LumA","High_Q4_vs_Low_Q1","UP",TRUE
"CD96",584.241537170609,3.59814161685311,0.117656186105794,1.56997211457309e-206,2.57603879053906e-203,"LumA","High_Q4_vs_Low_Q1","UP",TRUE
"SLA2",202.631256760675,3.37821679284231,0.110591665689123,4.61781700108483e-206,6.94558158771501e-203,"LumA","High_Q4_vs_Low_Q1","UP",TRUE
"LCK",734.074557638858,3.72692466085223,0.122178235925543,1.01314269849661e-205,1.40663173578195e-202,"LumA","High_Q4_vs_Low_Q1","UP",TRUE
"SH2D1A",252.698365075969,4.17870021265999,0.137885843911497,8.73902715699307e-203,1.12664786540406e-199,"LumA","High_Q4_vs_Low_Q1","UP",TRUE
"PYHIN1",164.675242176606,3.85174359354575,0.127200812388788,1.77049802072628e-202,2.13038125173925e-199,"LumA","High_Q4_vs_Low_Q1","UP",TRUE
"CD3G",321.018886288129,3.71383600679607,0.124426946763483,3.61379778042315e-197,4.07658975867859e-194,"LumA","High_Q4_vs_Low_Q1","UP",TRUE
"CD3E",1395.22701622948,3.82114218072416,0.128296137476312,3.43794627661091e-196,3.65008778509119e-193,"LumA","High_Q4_vs_Low_Q1","UP",TRUE
"SLAMF6",427.118964996519,3.97230169528747,0.133793515450506,7.45773286617236e-195,7.47803447230806e-192,"LumA","High_Q4_vs_Low_Q1","UP",TRUE
"CXCR3",352.807439346994,3.63792425936026,0.122973982415171,1.62836626375357e-193,1.54686224707832e-190,"LumA","High_Q4_vs_Low_Q1","UP",TRUE
"TRBC1",793.998275862377,3.95496714254943,0.134083283866729,1.9157804625906e-192,1.72889607846489e-189,"LumA","High_Q4_vs_Low_Q1","UP",TRUE
"TRBC2",1334.44364873176,3.82295711569597,0.130532528070794,8.08824953386124e-190,6.95165789698388e-187,"LumA","High_Q4_vs_Low_Q1","UP",TRUE
"SPOCK2",2157.08713926792,3.23187322208814,0.110556519608745,8.7524700324097e-189,7.1806059824983e-186,"LumA","High_Q4_vs_Low_Q1","UP",TRUE
"CD8B",249.058152014216,3.87402020619129,0.13296923227236,8.75106554695413e-188,6.86730356769457e-185,"LumA","High_Q4_vs_Low_Q1","UP",TRUE
"SIT1",204.845616081547,3.80570463776689,0.13261702664319,2.54705420554824e-182,1.91549088983084e-179,"LumA","High_Q4_vs_Low_Q1","UP",TRUE
"SIRPG",178.033720303426,3.96144879043106,0.138341354731964,1.58076716224578e-181,1.14125066045497e-178,"LumA","High_Q4_vs_Low_Q1","UP",TRUE
"CXCL9",6673.19195996096,4.58040586350273,0.163012306326738,7.80497350790281e-175,5.41815257092838e-172,"LumA","High_Q4_vs_Low_Q1","UP",TRUE
"LY9",245.803967958878,3.77413158657611,0.13465577052214,4.40423018106101e-174,2.94414631622112e-171,"LumA","High_Q4_vs_Low_Q1","UP",TRUE
"TRAT1",126.647691792796,4.31691466091764,0.15454283979382,7.96808432558509e-173,5.13628407116019e-170,"LumA","High_Q4_vs_Low_Q1","UP",TRUE
"CD5",607.112192181562,3.53464086250781,0.126623078644288,1.0247626360353e-172,6.377910626828e-170,"LumA","High_Q4_vs_Low_Q1","UP",TRUE
"UBASH3A",153.907842525612,3.60921296038799,0.129740348606455,1.56048545003404e-171,9.38840062922147e-169,"LumA","High_Q4_vs_Low_Q1","UP",TRUE
"ITK",471.394390728227,3.8432860073288,0.138298564413885,3.7777809472728e-171,2.19952155862345e-168,"LumA","High_Q4_vs_Low_Q1","UP",TRUE
"GZMB",187.365098492903,4.13842006244655,0.149117008618243,1.01433797823608e-170,5.72118317786966e-168,"LumA","High_Q4_vs_Low_Q1","UP",TRUE
"CD6",764.837617815516,3.14998475560706,0.114172031065167,9.91097060677408e-169,5.42070025702017e-166,"LumA","High_Q4_vs_Low_Q1","UP",TRUE
"EOMES",209.554161092091,3.95545040090018,0.143329867106921,1.17641403750807e-168,6.24502851852447e-166,"LumA","High_Q4_vs_Low_Q1","UP",TRUE
"S1PR4",179.813204964782,3.63669756573498,0.135561516416454,8.49699083141959e-160,4.38177678617978e-157,"LumA","High_Q4_vs_Low_Q1","UP",TRUE
"SCML4",145.945813073488,3.97091839312401,0.148099104394041,1.53552360221687e-159,7.69851819344785e-157,"LumA","High_Q4_vs_Low_Q1","UP",TRUE
"CD7",363.391547231851,3.41878041091074,0.127970571389144,1.73277887906429e-158,8.452682699522e-156,"LumA","High_Q4_vs_Low_Q1","UP",TRUE
"ZNF831",185.202755697184,4.11986779276857,0.15485112068896,3.79589235086091e-157,1.80294897475496e-154,"LumA","High_Q4_vs_Low_Q1","UP",TRUE
"TIGIT",489.420689104065,3.84455585286342,0.144669667683974,7.40866367562805e-157,3.42869155593361e-154,"LumA","High_Q4_vs_Low_Q1","UP",TRUE
"SLAMF1",236.687916739451,3.60774985853935,0.136200956301859,9.28671955266994e-156,4.1904000301535e-153,"LumA","High_Q4_vs_Low_Q1","UP",TRUE
"CD48",437.178854513671,2.89168352915689,0.109807167861244,6.07457965513176e-154,2.67414849257252e-151,"LumA","High_Q4_vs_Low_Q1","UP",TRUE
"CCR7",596.80482641869,3.76558036985526,0.143243319345804,1.6207499895147e-153,6.96498013351211e-151,"LumA","High_Q4_vs_Low_Q1","UP",TRUE
"ZAP70",451.613732132823,3.57828184799368,0.136195810184112,2.23797085023138e-153,9.39375252926189e-151,"LumA","High_Q4_vs_Low_Q1","UP",TRUE
"SAMD3",83.2845879185001,3.23041582667734,0.122926111760361,2.4165186318851e-153,9.91266926974869e-151,"LumA","High_Q4_vs_Low_Q1","UP",TRUE
"GPR174",287.108790825133,3.90866070411647,0.148894965793287,4.74006834457037e-153,1.90118874558112e-150,"LumA","High_Q4_vs_Low_Q1","UP",TRUE
"FCRL3",197.419912381135,4.89834474216226,0.187058721215907,2.43902594170452e-152,9.56999548300539e-150,"LumA","High_Q4_vs_Low_Q1","UP",TRUE
"GZMH",146.034322273306,3.26546853460842,0.125682534648093,6.62952058324817e-151,2.54587695759673e-148,"LumA","High_Q4_vs_Low_Q1","UP",TRUE
"GZMM",157.702717452723,4.00705515482555,0.153929255275124,1.50451878968584e-150,5.65730409063327e-148,"LumA","High_Q4_vs_Low_Q1","UP",TRUE
"TRBV20-1",64.2466661983601,3.83094312903055,0.147383029876147,6.06616473522432e-150,2.23445321032783e-147,"LumA","High_Q4_vs_Low_Q1","UP",TRUE
"CTSW",378.320916344929,3.35937468656063,0.129400740076135,7.90941241563687e-150,2.8551396937966e-147,"LumA","High_Q4_vs_Low_Q1","UP",TRUE
"PRKCQ",153.665414744352,3.12491935427674,0.121597402375445,7.08769491453816e-147,2.50834912769606e-144,"LumA","High_Q4_vs_Low_Q1","UP",TRUE
"FASLG",70.6110624547693,3.17683756351911,0.123520951646304,8.02188255779874e-147,2.78436458241749e-144,"LumA","High_Q4_vs_Low_Q1","UP",TRUE
"BTLA",115.119025870538,4.19404021974955,0.164374279977938,9.48284886532631e-145,3.22935734283537e-142,"LumA","High_Q4_vs_Low_Q1","UP",TRUE
"LINC00861",165.952809889636,4.16172580146805,0.163419317072762,2.66839520253875e-144,8.91886389085589e-142,"LumA","High_Q4_vs_Low_Q1","UP",TRUE
"TRAC",2172.15701005902,3.01571039349023,0.118439304102449,6.39251477571185e-144,2.09779089430588e-141,"LumA","High_Q4_vs_Low_Q1","UP",TRUE
"TRG-AS1",118.162882029967,2.74914541819149,0.108501053061522,7.13988893494721e-143,2.30121170333683e-140,"LumA","High_Q4_vs_Low_Q1","UP",TRUE
"C16orf54",282.802026715511,3.08836264758055,0.121990317354357,1.53045834576059e-142,4.84618292677768e-140,"LumA","High_Q4_vs_Low_Q1","UP",TRUE
"IL2RG",567.651593205887,3.10626475231618,0.122748613369253,1.57843320648029e-142,4.91192085237289e-140,"LumA","High_Q4_vs_Low_Q1","UP",TRUE
"CCR5",736.305760123874,2.53589187722155,0.100194288045163,2.28208276365205e-142,6.98123928833151e-140,"LumA","High_Q4_vs_Low_Q1","UP",TRUE
"THEMIS",150.398924106528,2.8201658059981,0.140799521702325,1.99982291733527e-138,6.01580063916405e-136,"LumA","High_Q4_vs_Low_Q1","UP",TRUE
"JAML",660.935946287806,2.73416407608711,0.110049000536269,1.40934747456258e-137,4.17005124071802e-135,"LumA","High_Q4_vs_Low_Q1","UP",TRUE
"SPIB",156.106040174796,4.48072064455509,0.180375030077972,1.87476959383145e-137,5.45769619339739e-135,"LumA","High_Q4_vs_Low_Q1","UP",TRUE
"XCL2",36.0684496428646,3.53616085303114,0.142257475832365,2.50216450383236e-137,7.16850271899527e-135,"LumA","High_Q4_vs_Low_Q1","UP",TRUE
"TRBV7-9",39.3516594584673,3.75705397095553,0.151445842554422,9.42848763361358e-137,2.6589808327983e-134,"LumA","High_Q4_vs_Low_Q1","UP",TRUE
"KLRB1",136.077574100253,3.16362519144978,0.127465945283571,5.42166593322061e-136,1.50547151428767e-133,"LumA","High_Q4_vs_Low_Q1","UP",TRUE
"GBP5",1084.14540199546,3.25043435798916,0.131602229577066,6.50332552136036e-136,1.77846245962172e-133,"LumA","High_Q4_vs_Low_Q1","UP",TRUE
"CD27",212.112015845944,3.16643312852907,0.129063242261851,3.70920204188533e-134,9.99214741104304e-132,"LumA","High_Q4_vs_Low_Q1","UP",TRUE
"PTPN7",657.912439487769,2.57606894291804,0.105163007751478,1.30190229178875e-133,3.45559330360224e-131,"LumA","High_Q4_vs_Low_Q1","UP",TRUE
"PDCD1",138.553977524928,3.65783198774001,0.149391720736441,1.50810016119719e-133,3.93452444899206e-131,"LumA","High_Q4_vs_Low_Q1","UP",TRUE
"TAF5LP1",63.1962563838622,3.13744874284993,0.128096916429197,1.52593889650088e-133,3.93452444899206e-131,"LumA","High_Q4_vs_Low_Q1","UP",TRUE
"GNLY",302.880074110899,3.30990131231104,0.135619567552299,6.67959185672618e-133,1.69802751298663e-130,"LumA","High_Q4_vs_Low_Q1","UP",TRUE
"CRTAM",113.300112696337,2.92897926831232,0.121435646127619,5.98666078489093e-130,1.50073945147912e-127,"LumA","High_Q4_vs_Low_Q1","UP",TRUE
"TRAV12-2",23.5564168556505,3.81940880270338,0.158252146225805,1.08612388100377e-129,2.6854040997585e-127,"LumA","High_Q4_vs_Low_Q1","UP",TRUE
"FTH1P22",23.9823044962755,3.53383946784744,0.14680733372393,7.27883870104668e-129,1.77534810425935e-126,"LumA","High_Q4_vs_Low_Q1","UP",TRUE
"CXCR6",255.502610141812,2.72676068877038,0.113573071634967,1.20142531170589e-128,2.89127006013062e-126,"LumA","High_Q4_vs_Low_Q1","UP",TRUE
"GPR171",122.956312131987,3.70851397078369,0.154640047150497,2.01517245916754e-128,4.78576943625197e-126,"LumA","High_Q4_vs_Low_Q1","UP",TRUE
"NCR3",41.832571292916,3.83381714671155,0.160214470512699,5.18565587172602e-128,1.21553120556861e-125,"LumA","High_Q4_vs_Low_Q1","UP",TRUE
"TRBV19",50.5639301039602,3.87752321692184,0.161861277784141,5.65225555351142e-128,1.30791744211958e-125,"LumA","High_Q4_vs_Low_Q1","UP",TRUE
"TRBV29-1",39.8851212833889,3.93619386391289,0.16432085760391,6.53818790067814e-128,1.49376903062455e-125,"LumA","High_Q4_vs_Low_Q1","UP",TRUE
"ZNF683",198.571816780823,3.32804200316997,0.140003207537047,4.33900170071187e-126,9.78933021201856e-124,"LumA","High_Q4_vs_Low_Q1","UP",TRUE
"PLA2G2D",396.298537866255,5.04839730541286,0.212616728619661,7.68172990369727e-126,1.71169806212138e-123,"LumA","High_Q4_vs_Low_Q1","UP",TRUE
"XCL1",40.1783459141268,3.27196531188001,0.138993687726158,9.30740379937667e-124,2.04865038018231e-121,"LumA","High_Q4_vs_Low_Q1","UP",TRUE
"CD244",52.2610033292003,2.52937469877734,0.107625703928751,2.99547344491379e-123,6.51389159123481e-121,"LumA","High_Q4_vs_Low_Q1","UP",TRUE
"TRBV18",18.1767038657049,4.09287956844864,0.174504451206293,5.98081376468621e-123,1.28509175760502e-120,"LumA","High_Q4_vs_Low_Q1","UP",TRUE
"TRBV27",27.4667091190586,3.9930998651709,0.170562172460514,1.67946637481501e-122,3.56619865871014e-120,"LumA","High_Q4_vs_Low_Q1","UP",TRUE
"TRBV2",21.8662036547093,4.1328985449222,0.176361696216108,3.49410903534806e-122,7.33315976499966e-120,"LumA","High_Q4_vs_Low_Q1","UP",TRUE
"IL12B",25.7003392084828,4.21796056783518,0.180685331320874,7.40685787984405e-122,1.5366250330265e-119,"LumA","High_Q4_vs_Low_Q1","UP",TRUE
"IL18RAP",42.3844823538152,3.01425058182452,0.129048570282203,7.55605414004724e-122,1.54976387697401e-119,"LumA","High_Q4_vs_Low_Q1","UP",TRUE
"ICOS",127.057972144723,3.6031018503394,0.154230452928641,7.89918837879376e-122,1.60193765223425e-119,"LumA","High_Q4_vs_Low_Q1","UP",TRUE
"TCL1A",91.6809408465418,6.44497732260219,0.251716073268347,2.19223809022566e-121,4.39641169894254e-119,"LumA","High_Q4_vs_Low_Q1","UP",TRUE
"LINC02446",46.6160367689145,4.15557086600582,0.178939980547421,9.89014079955123e-121,1.96161704715495e-118,"LumA","High_Q4_vs_Low_Q1","UP",TRUE
"CD40LG",113.704717693554,3.62835898733072,0.156195508399549,1.73344615166762e-120,3.40075756428793e-118,"LumA","High_Q4_vs_Low_Q1","UP",TRUE
"TRBV5-1",41.5422257930629,3.78525743625458,0.163539281123472,8.06788279499631e-120,1.56577652222461e-117,"LumA","High_Q4_vs_Low_Q1","UP",TRUE
"SNX20",519.778829158157,2.42944449804434,0.10504789417163,1.80101625842413e-119,3.45814281364864e-117,"LumA","High_Q4_vs_Low_Q1","UP",TRUE
"GFI1",136.545856645385,2.7214375993815,0.117815791147294,2.62998330150447e-119,4.99669143251097e-117,"LumA","High_Q4_vs_Low_Q1","UP",TRUE
"TMC8",1029.39514104751,2.52804769624751,0.10946754275417,3.4236232224504e-119,6.43676828562576e-117,"LumA","High_Q4_vs_Low_Q1","UP",TRUE
"TNFRSF1B",2543.0845667445,1.81965904078583,0.0787242678650835,5.96885805100987e-119,1.11063833982141e-116,"LumA","High_Q4_vs_Low_Q1","UP",TRUE
"CD38",279.111188505334,3.40679193530273,0.147969720797272,1.74594758935288e-118,3.21557224900308e-116,"LumA","High_Q4_vs_Low_Q1","UP",TRUE
"TRAV13-1",25.4744883637526,3.65073032503368,0.159490750055876,8.79932845165416e-117,1.6042331234738e-114,"LumA","High_Q4_vs_Low_Q1","UP",TRUE
"MAP4K1",424.63067584833,2.43854046073872,0.106798837805319,1.18387056645156e-116,2.13676798538842e-114,"LumA","High_Q4_vs_Low_Q1","UP",TRUE
"SLAMF7",1048.32046418367,2.79918654471287,0.1228888434673,6.22766846419392e-116,1.11290285257659e-113,"LumA","High_Q4_vs_Low_Q1","UP",TRUE
"CCL19",1898.88743201901,4.55236209571553,0.20019289719441,1.07664978245525e-115,1.9051423454446e-113,"LumA","High_Q4_vs_Low_Q1","UP",TRUE
"PRKCB",689.431175563608,3.13615119865239,0.138118931206692,2.33762724566201e-115,4.09629457834501e-113,"LumA","High_Q4_vs_Low_Q1","UP",TRUE
"MS4A1",900.454118128951,5.50210896917339,0.243423892961028,2.5794087216582e-114,4.47651423242392e-112,"LumA","High_Q4_vs_Low_Q1","UP",TRUE
"XCR1",97.7270415868389,3.38279462956523,0.14968820270892,3.8649241103854e-114,6.64362050174724e-112,"LumA","High_Q4_vs_Low_Q1","UP",TRUE
"CD52",1199.46682424272,4.2270908827969,0.137784417154837,4.27741373131307e-114,7.28330570155374e-112,"LumA","High_Q4_vs_Low_Q1","UP",TRUE
"IL12RB1",222.27506851285,2.29536043031609,0.102127800313282,4.19608660507217e-113,7.07805300326613e-111,"LumA","High_Q4_vs_Low_Q1","UP",TRUE
"ICAM3",78.9565948417753,2.88863839208059,0.129199297353948,5.13011152412821e-113,8.57346137953611e-111,"LumA","High_Q4_vs_Low_Q1","UP",TRUE
"TRAV8-6",22.3946631818367,3.59939331935236,0.160374243809635,6.84539885185475e-113,1.13351012731309e-110,"LumA","High_Q4_vs_Low_Q1","UP",TRUE
"TRAV4",18.9053930543238,3.6478177712286,0.162213020961458,6.9969064381489e-113,1.14806513001954e-110,"LumA","High_Q4_vs_Low_Q1","UP",TRUE
"IDO1",404.219198377783,1.52379296068815,0.14954877427983,2.38601552240974e-112,3.87974722197958e-110,"LumA","High_Q4_vs_Low_Q1","UP",TRUE
"LINC01871",19.9978821212979,3.12493643848361,0.139804911751831,3.03404642272207e-112,4.88941998961702e-110,"LumA","High_Q4_vs_Low_Q1","UP",TRUE
"TRBV5-6",14.1393798047426,4.00015092719457,0.179116521545066,3.35691954633711e-112,5.36186202582642e-110,"LumA","High_Q4_vs_Low_Q1","UP",TRUE
"SLFN12L",41.1739350313946,2.95686043370339,0.132191705473824,4.38361407170315e-112,6.9403377526465e-110,"LumA","High_Q4_vs_Low_Q1","UP",TRUE
"LTA",69.725039629129,3.48414449423723,0.155949164526351,1.02031732814661e-111,1.60136586571462e-109,"LumA","High_Q4_vs_Low_Q1","UP",TRUE
"TRAV12-1",17.5853291753356,3.97995992356535,0.178096043055765,2.67256754203135e-111,4.1583768591486e-109,"LumA","High_Q4_vs_Low_Q1","UP",TRUE
"SASH3",1032.1849150977,2.22080632402519,0.0994892079663649,2.71401357670365e-111,4.18677188426703e-109,"LumA","High_Q4_vs_Low_Q1","UP",TRUE
"PSTPIP1",365.526347559939,2.5847896806536,0.116206956634437,7.12192698311564e-111,1.08935305184961e-108,"LumA","High_Q4_vs_Low_Q1","UP",TRUE
"LTB",772.692637742012,3.79042654516869,0.170484803845628,8.99143459021241e-111,1.36375128503146e-108,"LumA","High_Q4_vs_Low_Q1","UP",TRUE
"SP140",300.859433935043,2.62524093826407,0.118278082912679,2.23983456522683e-110,3.36889783898158e-108,"LumA","High_Q4_vs_Low_Q1","UP",TRUE
"P2RY8",558.434699873786,2.41613885662227,0.108724080371447,2.28822106645199e-110,3.41323157259438e-108,"LumA","High_Q4_vs_Low_Q1","UP",TRUE
"TRBV3-1",20.6947716932042,3.86613081579492,0.17378156434646,5.11529266922898e-110,7.56769814646834e-108,"LumA","High_Q4_vs_Low_Q1","UP",TRUE
"TRBV5-4",18.5043808649701,3.77516925025238,0.171121521906806,2.15255342010175e-109,3.15865338857045e-107,"LumA","High_Q4_vs_Low_Q1","UP",TRUE
"LGALS2",148.219478816272,3.09095170680892,0.140519998551867,1.87440345973163e-108,2.72831516489485e-106,"LumA","High_Q4_vs_Low_Q1","UP",TRUE
"CCR2",344.150504284418,2.82767369749505,0.128606444846418,2.82219475072596e-108,4.07502344446823e-106,"LumA","High_Q4_vs_Low_Q1","UP",TRUE
"TESPA1",272.727609287604,2.88490766144518,0.131392284766341,5.69037022783408e-108,8.15122954302994e-106,"LumA","High_Q4_vs_Low_Q1","UP",TRUE
"AOAH",574.387015468345,2.12151853897067,0.0969215351355224,2.02527034637954e-107,2.87827594344916e-105,"LumA","High_Q4_vs_Low_Q1","UP",TRUE
"DOK2",434.536144007193,2.49465648009093,0.114172481856283,5.20707908033594e-107,7.34238830632683e-105,"LumA","High_Q4_vs_Low_Q1","UP",TRUE
"LINC02273",39.9635305355364,3.99761899760077,0.183059284957942,6.84271025600037e-107,9.57395948918998e-105,"LumA","High_Q4_vs_Low_Q1","UP",TRUE
"IKZF1",1261.35827254904,2.43335079139232,0.111539292608848,1.47748303795163e-106,2.05131471938377e-104,"LumA","High_Q4_vs_Low_Q1","UP",TRUE
"AIM2",102.150353944782,3.12702105713897,0.143451668040102,1.81098575207434e-106,2.49515128543434e-104,"LumA","High_Q4_vs_Low_Q1","UP",TRUE
"LINC00892",28.0459256993547,3.308634961783,0.152288929394519,4.9237687524529e-106,6.73250774341079e-104,"LumA","High_Q4_vs_Low_Q1","UP",TRUE
"TRBV10-3",15.6472477516506,4.11670053245366,0.189203169905419,6.07850538277491e-106,8.24894313185747e-104,"LumA","High_Q4_vs_Low_Q1","UP",TRUE
"ACAP1",837.536319847355,2.5230955066922,0.116433846644904,2.20329511046132e-105,2.96770697378481e-103,"LumA","High_Q4_vs_Low_Q1","UP",TRUE
"MAL",80.5718714987616,3.59793113318096,0.166024044034522,2.67518956000032e-105,3.57662936062562e-103,"LumA","High_Q4_vs_Low_Q1","UP",TRUE
"TRBV28",36.0978329183408,4.08903430907657,0.188692476204456,3.40137310154195e-105,4.51407228748019e-103,"LumA","High_Q4_vs_Low_Q1","UP",TRUE
"LINC01215",53.3979591104695,4.86783654804265,0.224659815273815,3.61987896378723e-105,4.76899236623327e-103,"LumA","High_Q4_vs_Low_Q1","UP",TRUE
"LINC00426",76.7603579502963,2.9755812802299,0.137449718638922,3.74699728792691e-105,4.90069232244876e-103,"LumA","High_Q4_vs_Low_Q1","UP",TRUE
"RASAL3",800.01622514377,2.21162624401324,0.102105758959377,4.66981930186114e-105,6.06370996973322e-103,"LumA","High_Q4_vs_Low_Q1","UP",TRUE
"LAMP3",533.770622653571,2.86295590577345,0.132390370703014,6.57319565532757e-105,8.47425774164338e-103,"LumA","High_Q4_vs_Low_Q1","UP",TRUE
"TRBV6-5",21.569089258922,3.53006385280907,0.164033788888137,3.48458711594995e-104,4.46051864225395e-102,"LumA","High_Q4_vs_Low_Q1","UP",TRUE
"TRAV8-2",19.9351094248284,3.64557345820399,0.168978788382574,5.74823661798945e-104,7.3063325857811e-102,"LumA","High_Q4_vs_Low_Q1","UP",TRUE
"FCRLA",161.902498560201,4.2774902922849,0.199294335140099,2.47979176566845e-103,3.12991339710139e-101,"LumA","High_Q4_vs_Low_Q1","UP",TRUE
"JAK3",948.838544575558,2.40249487381783,0.112031242393467,3.06408908833483e-103,3.84053777467745e-101,"LumA","High_Q4_vs_Low_Q1","UP",TRUE
"ASB2",110.714137534634,2.26598988035201,0.105698270058029,4.50319185609805e-103,5.6053868834975e-101,"LumA","High_Q4_vs_Low_Q1","UP",TRUE
"TRBV9",19.0327914054641,3.40227261814754,0.158687667404624,5.8972926613525e-103,7.29042707155831e-101,"LumA","High_Q4_vs_Low_Q1","UP",TRUE
"TRAV12-3",19.0804829492443,3.63800481489501,0.169699411225263,6.03373653169191e-103,7.40836126942226e-101,"LumA","High_Q4_vs_Low_Q1","UP",TRUE
"TRAF3IP3",473.123516628195,2.41052118766871,0.112699620309181,1.37581383588411e-102,1.6778421570184e-100,"LumA","High_Q4_vs_Low_Q1","UP",TRUE
"GVINP1",392.700888612442,2.98154183313512,0.14033192036623,2.16424919568595e-101,2.62164655925743e-99,"LumA","High_Q4_vs_Low_Q1","UP",TRUE
"ARHGAP25",898.994060814657,1.84200058874477,0.0866982102780357,2.72134367804172e-101,3.27450213633166e-99,"LumA","High_Q4_vs_Low_Q1","UP",TRUE
"TRAV8-4",17.2574867348508,3.47705734352317,0.163766754096189,3.23651709264794e-101,3.86860245067567e-99,"LumA","High_Q4_vs_Low_Q1","UP",TRUE
"TNIP3",24.6138962741086,2.2743760269042,0.131154229871362,3.60929835090423e-101,4.2858043378599e-99,"LumA","High_Q4_vs_Low_Q1","UP",TRUE
"TRAV21",19.7311399650687,3.72992374930097,0.175897913622311,9.39808848474442e-101,1.10866731412518e-98,"LumA","High_Q4_vs_Low_Q1","UP",TRUE
"TIFAB",55.4513824519682,3.53426244673013,0.167070456561888,1.44849481560405e-100,1.69765473550893e-98,"LumA","High_Q4_vs_Low_Q1","UP",TRUE
"CD79B",238.749386276417,3.44642363874448,0.162644558585028,1.52113739891708e-100,1.77129089761642e-98,"LumA","High_Q4_vs_Low_Q1","UP",TRUE
"FCRL6",88.6778279749808,2.76123936396971,0.130791279093857,3.79879357574577e-100,4.39515546465611e-98,"LumA","High_Q4_vs_Low_Q1","UP",TRUE
"GRAP2",271.658171492043,2.46517237332965,0.117209030932106,1.82584751342029e-99,2.09902686431356e-97,"LumA","High_Q4_vs_Low_Q1","UP",TRUE
"SPN",885.49195267375,2.2214896206952,0.105731664150187,3.76325250849683e-99,4.29892053961134e-97,"LumA","High_Q4_vs_Low_Q1","UP",TRUE
"TRBV6-1",15.8701322307922,3.85345436226417,0.183419240403485,4.55329096821539e-99,5.16870117517733e-97,"LumA","High_Q4_vs_Low_Q1","UP",TRUE
"CSF2RB",984.670665846507,2.05683893716327,0.0982156677109871,2.57457662143459e-98,2.90428334001706e-96,"LumA","High_Q4_vs_Low_Q1","UP",TRUE
"ARHGAP9",551.935486980541,2.21890284363541,0.106280246452547,5.29620330401928e-98,5.93733996485987e-96,"LumA","High_Q4_vs_Low_Q1","UP",TRUE
"IL7R",2036.20424657055,3.29526812666523,0.157972087035785,8.41986600945905e-98,9.38087417313125e-96,"LumA","High_Q4_vs_Low_Q1","UP",TRUE
"CD19",165.285422812395,4.65556558671898,0.223792716106924,2.30653384222024e-97,2.55402633854191e-95,"LumA","High_Q4_vs_Low_Q1","UP",TRUE
"CST7",468.205048727649,2.66325931517444,0.128040875391418,2.72659551520622e-97,3.00075136914372e-95,"LumA","High_Q4_vs_Low_Q1","UP",TRUE
"IL10RA",1712.27477404264,2.05858764422093,0.0988561126220543,2.8679883890467e-97,3.13723166266084e-95,"LumA","High_Q4_vs_Low_Q1","UP",TRUE
"KLRG1",123.082896284374,2.04894058396498,0.0986706189997288,5.26523153362883e-97,5.72482915364257e-95,"LumA","High_Q4_vs_Low_Q1","UP",TRUE
"GIMAP7",851.056628415698,2.09285157904687,0.100756719796201,8.86849492263314e-97,9.58487813524584e-95,"LumA","High_Q4_vs_Low_Q1","UP",TRUE
"GIMAP1",423.400236937486,1.9106927714317,0.0921529184040356,1.35464378160266e-96,1.45535509608014e-94,"LumA","High_Q4_vs_Low_Q1","UP",TRUE
"TRAV17",18.4213083525618,3.48299799361424,0.167815219105925,1.52273413796103e-96,1.62626203882004e-94,"LumA","High_Q4_vs_Low_Q1","UP",TRUE
"TRAV14DV4",12.4091648151308,3.77532660570791,0.182004598356762,2.41980555805162e-96,2.56912179513375e-94,"LumA","High_Q4_vs_Low_Q1","UP",TRUE
"CD79A",899.403436399097,4.08895029118098,0.197753362216019,3.32076928408511e-96,3.50506226950013e-94,"LumA","High_Q4_vs_Low_Q1","UP",TRUE
