"gene","n_subtypes","subtypes_list","mean_lfc"
"CMBL",1,"Her2",-1.28777712968546
"TCN1",1,"Her2",-1.28770779268029
"TMC3",1,"LumB",-1.28726467250205
"MGAT5B",1,"LumA",-1.2865537662635
"CHRM3",1,"Basal",-1.28612685607669
"HOXA5",1,"Normal",-1.28544814773913
"LINC00310",1,"Basal",-1.2853851764654
"C6orf141",1,"LumA",-1.28382695353326
"AGAP1-IT1",1,"Her2",-1.28360832934651
"GRIK5",1,"Normal",-1.28193138589686
"SERPINA5",1,"Normal",-1.28138821038635
"IL1R2",1,"Normal",-1.28124047229595
"GJA1",1,"LumA",-1.28090216639709
"TMEM178B",1,"LumA",-1.27974911959011
"LINC01615",1,"Basal",-1.27904944097979
"LINC02544",1,"Basal",-1.27904944097979
"CRMP1",1,"Basal",-1.27899304493145
"OPRD1",1,"Basal",-1.27890488920649
"LOC101928188",1,"Basal",-1.27822277901404
"FLJ33534",1,"LumA",-1.27593523023224
"PCDHGB3",1,"Her2",-1.27340103683094
"WT1-AS",1,"Basal",-1.27300997592491
"MTCO3P12",1,"LumB",-1.27298710014971
"LOC105369250",1,"Basal",-1.27277878932312
"PLLP",1,"Normal",-1.27077010117073
"ZNF652",1,"Her2",-1.26977453878526
"CACNG6",1,"LumA",-1.26964903452902
"FAM86B2",1,"Normal",-1.26764140722504
"LOC128966622",1,"Normal",-1.26764140722504
"REM2",1,"Basal",-1.26713374325549
"ACSF2",1,"Her2",-1.26555311888741
"BRSK2",1,"LumA",-1.26541547261301
"RPS15AP36",1,"Her2",-1.26523490271869
"VPS37D",1,"Basal",-1.26509103222528
"DCX",1,"Normal",-1.26504188258343
"FAM171A2",1,"Basal",-1.26483234139609
"CT62",1,"Her2",-1.26403167388918
"ERBB4",1,"Her2",-1.26372492140773
"GPC1",1,"Basal",-1.26372057553165
"MTDHP1",1,"Basal",-1.263572081269
"SBK1",1,"Basal",-1.26313819234047
"LINC01659",1,"Basal",-1.26113811863426
"IRX2",1,"Basal",-1.2601382472426
"PHKA1",1,"Her2",-1.25916967546584
"MLLT11",1,"Basal",-1.25880785864971
"SYP",1,"LumA",-1.25808826133214
"LIMCH1",1,"Her2",-1.2571850665078
"DNM3",1,"Basal",-1.25669941270243
"BMP8B",1,"Basal",-1.2534871443195
"HCN2",1,"Her2",-1.25188115892732
"OVGP1",1,"Her2",-1.25176618856331
"SLC1A2",1,"LumA",-1.24975272243416
"PNMA8B",1,"Basal",-1.24952910342681
"HIGD1B",1,"Basal",-1.24951143649304
"ARC",1,"Basal",-1.24870514281816
"RPL21P95",1,"Basal",-1.24863860385914
"TMEM35A",1,"Basal",-1.24769702591191
"CD164L2",1,"Normal",-1.24713111411116
"PRKG1",1,"Basal",-1.24626031267793
"ASB9",1,"Her2",-1.24609669729403
"GLYATL1-AS1",1,"Normal",-1.24592714195029
"ANKRD2",1,"Basal",-1.24589377679272
"ETV1",1,"Basal",-1.24552046071541
"SLC27A6",1,"Normal",-1.24365121978427
"NME5",1,"Normal",-1.24287538469803
"CCDC68",1,"LumA",-1.24198803012248
"CCDC3",1,"Basal",-1.24081375917062
"EFNB3",1,"Basal",-1.24077914170167
"LINC02649",1,"Her2",-1.23934450099878
"BCAS1",1,"Her2",-1.23894264623362
"SPP1",1,"Her2",-1.23884813498378
"LOC105374588",1,"LumA",-1.23252408964178
"LOC124907763",1,"LumA",-1.23252408964178
"FNDC1-IT1",1,"Basal",-1.23150947091416
"LOC128966702",1,"Basal",-1.23096777411535
"PNMA6A",1,"Basal",-1.23096777411535
"SLC39A6",1,"Her2",-1.23004190112102
"DOK7",1,"Basal",-1.22917903909536
"ADAMTS14",1,"Basal",-1.2272672276627
"CDH24",1,"Basal",-1.22720685281754
"CEACAM5",1,"LumB",-1.22676342621048
"MS4A14",1,"LumB",-1.22637168236683
"GNG12-AS1",1,"Her2",-1.22582022780204
"HAGLR",1,"Basal",-1.22498521807821
"AFAP1L2",1,"LumB",-1.2244112860721
"KLHL13",1,"Basal",-1.22392920584402
"PLAT",1,"LumB",-1.22340546333057
"BCAN-AS2",1,"LumA",-1.22186416077589
"CERS1",1,"Basal",-1.22179460054857
"PCDHB3",1,"Basal",-1.22177133439718
"ARHGAP29",1,"Her2",-1.22164900357025
"LOC105378858",1,"Her2",-1.22164900357025
"NKX6-1",1,"Basal",-1.22152455531775
"HEXA-AS1",1,"Her2",-1.22027684237438
"PTH1R",1,"Basal",-1.21969281195631
"EDNRA",1,"Basal",-1.21814618246738
"REEP2",1,"Basal",-1.21719684815849
"RPL17P50",1,"Basal",-1.21645966906194
"SORBS2-AS1",1,"Her2",-1.21329499594126
"SAMD5",1,"Normal",-1.21318214898143
"SLC26A4",1,"Her2",-1.21243122465029
"NOX5",1,"Her2",-1.20930362228793
"MRGPRE",1,"LumA",-1.20929108826226
"LOC124909396",1,"Her2",-1.20902845280202
"FOXI3",1,"LumA",-1.20900943870781
"MIR181A2HG",1,"Basal",-1.20890607350705
"IGKV6-21",1,"LumB",-1.20875979460163
"RGS6",1,"Her2",-1.20821418842428
"STK31",1,"Her2",-1.20676635070814
"HCG15",1,"Her2",-1.20545213518018
"SYN2",1,"Basal",-1.20540150924951
"KCNMB4",1,"Basal",-1.20241025048487
"LAMA1",1,"Basal",-1.19960865198113
"HOTAIR",1,"Basal",-1.19685381692284
"ASTN2",1,"LumB",-1.19666566514413
"COX6B2",1,"Normal",-1.19637457391519
"CNIH2",1,"Basal",-1.1955264670584
"COL28A1",1,"LumA",-1.19532906471277
"RBP1",1,"Basal",-1.19429259868609
"SIPA1L1-AS1",1,"Basal",-1.19395372147356
"GAP43",1,"Basal",-1.19375986348956
"BNIPL",1,"Basal",-1.19341893308178
"MAPT",1,"LumB",-1.19329863036434
"DISP3",1,"Basal",-1.19272343924396
"SYT3",1,"Normal",-1.19221742078005
"LONP2",1,"Her2",-1.19020016403448
"DRAIC",1,"Her2",-1.18977796698803
"LINC00593",1,"Her2",-1.18977796698803
"PCAT29",1,"Her2",-1.18977796698803
"LINC00853",1,"Her2",-1.189130966938
"LRRC75B",1,"Basal",-1.18705057351332
"KRT8P41",1,"LumA",-1.18563047217512
"LINC01144",1,"Her2",-1.18401926911313
"ZNF571-AS1",1,"Basal",-1.18263191265875
"EPGN",1,"LumB",-1.18195835047617
"EFCAB13-DT",1,"Basal",-1.18178714167182
"MRPL45P2",1,"Basal",-1.18178714167182
"GGN",1,"Basal",-1.18110639269721
"TMEM225B",1,"Her2",-1.18102186819726
"MIR2052HG",1,"LumA",-1.18080587393817
"TLE6",1,"Her2",-1.18073308642025
"EFCC1",1,"Her2",-1.17715907258587
"LOC124906033",1,"Basal",-1.17705512465404
"LOC124906037",1,"Basal",-1.17705512465404
"ITGA3",1,"Her2",-1.17641922987708
"SRCIN1",1,"Basal",-1.17613355536665
"SCRG1",1,"Basal",-1.17602820152442
"WDR17",1,"LumA",-1.17390173908629
"KCNK17",1,"LumA",-1.17374242600648
"SMAD6",1,"Basal",-1.17259396607391
"FSIP1",1,"Her2",-1.1723102876321
"SALL1",1,"Basal",-1.17160264893723
"CADM1",1,"Basal",-1.17050558854278
"ETV5",1,"Her2",-1.16992688721606
"FAM83A",1,"LumA",-1.16957762512759
"DHRS9",1,"LumA",-1.16948252457543
"COL9A2",1,"Basal",-1.16944982213721
"GPC2",1,"Basal",-1.16732873897147
"SCGB2B2",1,"Normal",-1.16682322880913
"TMEM92",1,"Her2",-1.16623479117081
"TBC1D8B",1,"Her2",-1.16516538114932
"TGFB2",1,"Basal",-1.16490419142684
"ZNF793-AS1",1,"Basal",-1.16464795450746
"GZF1",1,"Her2",-1.16408397305925
"DCLK3",1,"Basal",-1.16371781511253
"EVA1A",1,"Basal",-1.16367402896695
"RNF212",1,"LumB",-1.16310142033784
"KCNJ11",1,"Basal",-1.16093991148125
"RP1",1,"Normal",-1.16043651239332
"CNN1",1,"Basal",-1.15990761551328
"SLC8A2",1,"Basal",-1.1596131662601
"RUNX1-AS1",1,"LumA",-1.15929754663034
"TNIK",1,"Her2",-1.15910691079917
"LOC101929566",1,"Her2",-1.15891499127848
"HOXA2",1,"Normal",-1.15881765658708
"CNFN",1,"Normal",-1.15792513613605
"AOX1",1,"Her2",-1.15644021285385
"HOXC11",1,"Basal",-1.15536298806978
"HOMER2",1,"Basal",-1.15353702732739
"MS4A8",1,"LumB",-1.15321341468251
"EPHX4",1,"Basal",-1.15242793263743
"GREB1",1,"Her2",-1.15226900267596
"FAM234B",1,"LumA",-1.15217928322603
"MPPED2",1,"Normal",-1.15167719663894
"SDC2",1,"Basal",-1.15156726766111
"SLC29A4",1,"Basal",-1.15147035344965
"TCEAL5",1,"Normal",-1.15144790339983
"RASSF8-AS1",1,"Basal",-1.15028397014308
"TMEM26-AS1",1,"LumA",-1.14999942911965
"DUOX1",1,"Normal",-1.14986361411238
"SV2A",1,"Basal",-1.14958854337052
"CNNM1",1,"LumA",-1.14945988279773
"SERTAD4",1,"Basal",-1.14945221918581
"PPP1R3C",1,"Basal",-1.14938095823933
"LINC00865",1,"Her2",-1.14934114906732
"LINC01374",1,"Her2",-1.14934114906732
"TET1",1,"Basal",-1.14906065732895
"ELMO3",1,"Her2",-1.14901579375069
"PALM3",1,"Basal",-1.14597490542819
"SCN4B",1,"Basal",-1.1458090773994
"LRP5",1,"Her2",-1.14580851577244
"GNG13",1,"LumA",-1.14573055521492
"TM6SF2",1,"Basal",-1.14470804931223
"TTLL7",1,"Basal",-1.14330950803175
"ZDHHC11B",1,"Basal",-1.14302678275619
"CDKN1C",1,"Basal",-1.14279580290376
"MSI1",1,"Basal",-1.14107126227177
"SEMA6A",1,"LumB",-1.14050528139083
"RASL11B",1,"Basal",-1.14041852686435
"TM4SF1-AS1",1,"LumB",-1.13993578582277
"LOC101929494",1,"Basal",-1.13887996841554
"PCDHGA3",1,"Basal",-1.13841314020143
"ZNF703",1,"Normal",-1.13832098411014
"TMEM47",1,"Basal",-1.13784614334831
"TMEM151A",1,"LumA",-1.13672854740417
"CYBRD1",1,"LumB",-1.13662761280343
"PLA2G5",1,"Basal",-1.13622196811472
"DLK2",1,"Normal",-1.13532498639347
"NGFR",1,"Basal",-1.13468138928841
"HOXA7",1,"Normal",-1.1346388602089
"CD177",1,"LumA",-1.13351089796676
"SMIM31",1,"LumB",-1.13215931273438
"RNU6-8",1,"Basal",-1.13203233237053
"CACNA1D",1,"Basal",-1.13085694689082
"RNF182",1,"Her2",-1.13079309827178
"ITGB8",1,"LumB",-1.13070998819353
"SNORC",1,"Basal",-1.13012077124506
"GRID1",1,"Basal",-1.12640312481178
"CTNND2",1,"Basal",-1.12629427829291
"COLGALT2",1,"Basal",-1.12471144953846
"ZIC4",1,"LumB",-1.12437879755247
"BCL2L10",1,"Normal",-1.12384581818235
"SMIM10L2A",1,"Normal",-1.12358699470776
"NANOS3",1,"Basal",-1.12327063467607
"PRSS23",1,"LumB",-1.12274285933935
"RFX8",1,"Basal",-1.12222345625599
"MBTPS2",1,"Her2",-1.12200881010286
"NRIP3-DT",1,"LumA",-1.1196775290511
"ADM",1,"Her2",-1.11896582897619
"H2AC8",1,"Normal",-1.11824522078417
"DCXR",1,"Normal",-1.11789018648612
"SULT1C2",1,"Normal",-1.11584787743989
"SMTNL2",1,"Basal",-1.11565588759208
"LOXL2",1,"Basal",-1.11563276394436
"RGS11",1,"Basal",-1.11520185601615
"SYCE3",1,"Her2",-1.11470884457248
"TAGLN",1,"Basal",-1.11366798721577
"RFLNB",1,"Basal",-1.1136152233766
"COLCA1",1,"Normal",-1.11316547513544
"SLC67A1-AS",1,"Her2",-1.11292090363722
"LASTR",1,"Her2",-1.11268754254926
"LINC02677",1,"Her2",-1.11268754254926
"UBE2I-AS1",1,"LumA",-1.11248097046432
"GFRA1",1,"Normal",-1.11220654062547
"RPL7AP43",1,"Basal",-1.11200562844142
"RNF157",1,"Basal",-1.11129969079601
"ARMCX4",1,"Basal",-1.11115032775221
"PAX1",1,"Basal",-1.11105914827732
"KCNS1",1,"Basal",-1.11069414847737
"CABCOCO1",1,"Basal",-1.11039241159804
"NYAP1",1,"Basal",-1.11000495060423
"SRPX2",1,"Basal",-1.10939715287057
"S100A1",1,"Basal",-1.10919247044814
"CCSER1",1,"Her2",-1.10883808337096
"LINC01778",1,"Her2",-1.10821996144401
"TRIM7",1,"LumB",-1.10815445503325
"EPHB3",1,"Basal",-1.10808508189262
"TEKT5",1,"Normal",-1.10685946743537
"MGAT4EP",1,"Basal",-1.10476343327321
"PCAT6",1,"Basal",-1.10476343327321
"CASD1",1,"LumB",-1.10421090871145
"KCND3",1,"LumB",-1.10416626538839
"MYRF",1,"Basal",-1.10409888240392
"TANC2",1,"Basal",-1.10359780817359
"TMEM121",1,"Basal",-1.10358485089297
"PCDHB4",1,"Basal",-1.10270824201717
"GABRD",1,"Basal",-1.10248006493004
"LOC105379224",1,"LumB",-1.10186786234922
"P4HA1",1,"Her2",-1.10175078756047
"ERLIN2",1,"Her2",-1.10091720908068
"INKA2",1,"Basal",-1.10078717415008
"SCUBE1",1,"Normal",-1.09998442984622
"GCNT4",1,"LumB",-1.09826267281262
"PEG13",1,"Basal",-1.09778269440001
"GRIN1",1,"Basal",-1.09777548569337
"FAM3D",1,"Normal",-1.09637401823284
"GPR27",1,"Normal",-1.09476807971443
"GPR135",1,"Basal",-1.09313799449427
"PCSK6",1,"Her2",-1.09265528231224
"SULT1C4",1,"Basal",-1.09208025134024
"ABHD1",1,"Normal",-1.09171360688863
"LINC01561",1,"Basal",-1.09072249967524
"IGDCC3",1,"LumB",-1.09069699785463
"AFF3",1,"LumB",-1.09066891230827
"PON3",1,"LumB",-1.09040616599606
"DCLK1",1,"LumB",-1.09036715700507
"AK3P3",1,"Basal",-1.08929877881085
"FAM222A-AS1",1,"LumA",-1.08891406842461
"GNG4",1,"LumA",-1.08889709150004
"VWA2",1,"LumB",-1.08803403694817
"FLNC",1,"Basal",-1.08717475588997
"INSM1",1,"LumA",-1.08700580961349
"ADRA2C",1,"Basal",-1.08651067133234
"BRSK1",1,"Basal",-1.0863187066507
"TSKU",1,"Her2",-1.08571671373403
"CPO",1,"Her2",-1.08544334127258
"GSTO2",1,"Normal",-1.08522720787299
"NMB",1,"Basal",-1.08505730616662
"HHIPL2",1,"Basal",-1.08430251493418
"LDLRAD3",1,"LumB",-1.08240003531136
"EFCAB6",1,"Her2",-1.08220763061187
"SLC16A11",1,"Normal",-1.08140113735294
"SLC38A4",1,"Basal",-1.08138300914471
"RAET1E",1,"Normal",-1.08099020739355
"NAALADL2",1,"Her2",-1.07976896812065
"RGL3",1,"Basal",-1.07911026580084
"SAXO2",1,"Basal",-1.07898167595036
"CRTAC1",1,"Basal",-1.07845095841896
"LMX1B",1,"Basal",-1.078271527543
"ITIH6",1,"LumA",-1.07780029595525
"SPON1",1,"Basal",-1.07757472970288
"EXTL3-AS1",1,"Her2",-1.07673686285081
"ALDOC",1,"Her2",-1.07647873076774
"TDRP",1,"Her2",-1.07556203579009
"HSD17B1",1,"Basal",-1.07517514642381
"LINC00862",1,"Basal",-1.07512461409939
"DNALI1",1,"Normal",-1.07466528856621
"ITGA2B",1,"Basal",-1.0742791840784
"BEND5",1,"Basal",-1.07374038529738
"TXNDC16",1,"Her2",-1.07369906210589
"ZNF613",1,"Her2",-1.07271597910599
"LRRC26",1,"Basal",-1.07243261237748
"ARMH4",1,"Basal",-1.07242424091579
"IGHE",1,"LumA",-1.07162051620939
"RCOR2",1,"Basal",-1.07021312435976
"TPRG1",1,"LumA",-1.06920949779406
"IL11",1,"Basal",-1.0690727292395
"NICOL1",1,"Basal",-1.0690303204053
"PRDM6",1,"Basal",-1.06769693197762
"CLUL1",1,"LumB",-1.06754454147211
"DNAH2",1,"Basal",-1.06678118962067
"IL17RD",1,"Normal",-1.06634567427876
"COL12A1",1,"Basal",-1.0662569985318
"KRTAP5-AS1",1,"Basal",-1.06619643054876
"NR2F1-AS1",1,"Basal",-1.06496312381786
"LINC01116",1,"Basal",-1.06467780076111
"H4C16",1,"LumA",-1.06391816388617
"BEGAIN",1,"Normal",-1.06359428934602
"RNU4ATAC18P",1,"Basal",-1.06327363830516
"IL20RA",1,"Normal",-1.06246278019521
"INSYN1",1,"Her2",-1.06210113874092
"ALDH3B2",1,"Her2",-1.06200449675897
"PPFIBP1",1,"Her2",-1.05991205429665
"HOXC9",1,"Basal",-1.05974429592463
"THBS2",1,"Basal",-1.05883146223653
"GALNT7",1,"Her2",-1.05871537840916
"PDE11A",1,"Her2",-1.05868558451212
"SLC30A2",1,"Basal",-1.05858854901186
"CNIH3",1,"Basal",-1.05797324281065
"LZTS1",1,"Basal",-1.05795553319207
"SORBS2",1,"Her2",-1.0567161330108
"RPS15P4",1,"Normal",-1.05651554532423
"PXDNL",1,"Basal",-1.0562873340716
"P4HA3",1,"Basal",-1.05614111368855
"SPDEF",1,"Basal",-1.05521659327791
"SLC38A3",1,"LumA",-1.0550025605632
"FAM86B1",1,"Normal",-1.05473479167726
"FGFRL1",1,"Basal",-1.05457565181472
"RGN",1,"Normal",-1.05446170537647
"SSBP3-AS1",1,"Basal",-1.0544426969249
"CAPS",1,"Basal",-1.05432662668093
"CDH13",1,"Basal",-1.05428196222559
"LNX1-AS2",1,"Her2",-1.05381591780515
"AHNAK2",1,"Her2",-1.05372626416889
"LUZP2",1,"Basal",-1.05357249874674
"ETV4",1,"Basal",-1.05319414829355
"SRPK3",1,"Basal",-1.05291765446417
"FBXL7",1,"Basal",-1.05232831827638
"LCN12",1,"Normal",-1.05232753254382
"C19orf18",1,"Basal",-1.05116438274976
"TPPP",1,"Basal",-1.05093060445115
"TMPRSS5",1,"Basal",-1.050784702595
"ADAM21",1,"Basal",-1.04970008612337
"GFRA3",1,"Basal",-1.04901736712508
"KHDRBS3",1,"Basal",-1.04893369736775
"KLF15",1,"Normal",-1.04874533552095
"TMEM45B",1,"Her2",-1.04859165455332
"TFCP2L1",1,"LumA",-1.04838991000177
"NMNAT2",1,"Basal",-1.04820693141283
"GPRC5C",1,"Basal",-1.04759648249112
"B3GNT8",1,"Basal",-1.04650765287779
"ZNF660",1,"Basal",-1.04564820664804
"IGFBP5",1,"Her2",-1.0450662115283
"AKR7A3",1,"Normal",-1.04500499693898
"CYP4X1",1,"LumB",-1.04497242786308
"NAV1",1,"Basal",-1.04452763698293
"ZNF704",1,"Basal",-1.04439680483442
"RPL7P6",1,"Normal",-1.04429435813999
"AK5",1,"Basal",-1.04325528660913
"ENHO",1,"LumA",-1.04290943823842
"RNF208",1,"Basal",-1.04266333009504
"MIR9-3HG",1,"Basal",-1.04236106594393
"PCDHGB1",1,"Her2",-1.04187312475268
"MN1",1,"Basal",-1.04186818117705
"MARCHF6-DT",1,"Her2",-1.04182281040293
"MAPK6",1,"Her2",-1.04160690085612
"HHIP-AS1",1,"Basal",-1.04138499728509
"SLC16A8",1,"Basal",-1.04117953915585
"MAGOH-DT",1,"Her2",-1.04082455877069
"SGCD",1,"Basal",-1.04034625740587
"PTGES",1,"Normal",-1.04012954238017
"CACNA2D2",1,"Her2",-1.03947759954551
"EPHB1",1,"Basal",-1.03922199868992
"SYPL2",1,"Basal",-1.037500145984
"AZGP1",1,"Normal",-1.0374369882451
"CKMT2",1,"Basal",-1.03675439052324
"SHISA4",1,"Basal",-1.03612941644142
"KIF23-AS1",1,"Basal",-1.03520158758302
"LINC02896",1,"Basal",-1.03520158758302
"TMEM30B",1,"Normal",-1.03474823015669
"DNAJC6",1,"Her2",-1.03443420072524
"RNF225",1,"LumA",-1.03365211986671
"PTPRG-AS1",1,"Basal",-1.03339868166859
"SRP14P4",1,"Basal",-1.03329096535352
"CNTN3",1,"LumB",-1.03283486016436
"PYGO1",1,"Basal",-1.03250004739681
"TRO",1,"Basal",-1.03237076097036
"OXTR",1,"Her2",-1.03158097951946
"LGALS8-AS1",1,"Her2",-1.0314692597396
"WNK2",1,"Basal",-1.03145834859595
"LOC101927495",1,"LumA",-1.03118013730029
"GJC1",1,"Basal",-1.02771149921542
"LINGO1",1,"Basal",-1.0276869583948
"MSX2",1,"Basal",-1.0269565530841
"GUCY1A2",1,"Basal",-1.02657907899922
"RHOXF1-AS1",1,"Basal",-1.0261451061604
"TIMP3",1,"Basal",-1.02583141053004
"NGEF",1,"Basal",-1.02514201998313
"LRP1B",1,"Basal",-1.02511005812935
"DIPK1B",1,"Basal",-1.02457777988673
"FOXO6",1,"Basal",-1.02430700493839
"HOXA3",1,"Basal",-1.02411780616227
"FAM124A",1,"Basal",-1.02404037258087
"PDK3",1,"Basal",-1.0239100126712
"SLC27A2",1,"LumB",-1.02349258492677
"SCNN1B",1,"LumA",-1.02324396409986
"GRM4",1,"LumA",-1.0228036623329
"SLC5A9",1,"Basal",-1.02120721981579
"TGFB1I1",1,"Basal",-1.02095696061449
"ANKRD42-DT",1,"Basal",-1.02069070261705
"DAB1",1,"Basal",-1.01992686295244
"COCH",1,"LumA",-1.0197779893958
"COL4A5",1,"Basal",-1.01962536636065
"LINC00578",1,"Basal",-1.01953243701132
"P3H3",1,"Basal",-1.01907955324946
"PAPPA",1,"Her2",-1.01869866849455
"MAP9",1,"Her2",-1.01841731393751
"TRIM6",1,"Her2",-1.01831915956771
"EPHX2",1,"Her2",-1.01772049841097
"ZNF214",1,"LumB",-1.01750243167101
"KIF1A",1,"LumA",-1.01749623833817
"LINC02897",1,"Basal",-1.01733541209511
"TMEM101",1,"LumB",-1.01729514437566
"MRPS30",1,"Normal",-1.01664663056018
"TRNP1",1,"Normal",-1.01575104686223
"CYYR1",1,"Basal",-1.01419031033448
"ARMCX5-GPRASP2",1,"Basal",-1.0134543770957
"GPRASP2",1,"Basal",-1.0134543770957
"PCDHGA7",1,"Her2",-1.01307833411692
"BMP4",1,"Basal",-1.012814622129
"FGF1",1,"Her2",-1.01268029961334
"GATD3",1,"Basal",-1.01256011463384
"TMEM233",1,"Basal",-1.01212225844873
"PTPRU",1,"Her2",-1.01162283570591
"ENTPD3",1,"Basal",-1.01131854900966
"CRACR2A",1,"Her2",-1.01103728929017
"TPSP2",1,"LumA",-1.01095733872284
"KSR2",1,"LumA",-1.00982105856059
"COBL",1,"Her2",-1.00972106246637
"SLC45A3",1,"Basal",-1.00895587909687
"RPS6KA2-IT1",1,"Basal",-1.00887416561105
"HSD11B2",1,"Normal",-1.00847242765275
"MTND6P4",1,"Normal",-1.00822903149768
"TBX3",1,"Basal",-1.00738001505974
"MALRD1",1,"LumA",-1.00727972049222
"NAV3",1,"Basal",-1.00722540435335
"CA14",1,"Normal",-1.00656805606632
"AIDAP2",1,"LumA",-1.00602754907683
"ITGA2",1,"Her2",-1.00519543386258
"DNAH5",1,"Her2",-1.0033434155721
"POLN",1,"Her2",-1.00279380804525
"AREG",1,"Normal",-1.00279282364292
"FAR2P1",1,"Basal",-1.00259851114296
"IRF6",1,"Her2",-1.00248958970698
"NDUFC2",1,"Basal",-1.00219300887114
"BEX4",1,"Basal",-1.00133506826315
"TUSC3",1,"Her2",-1.00129863336968
"ATG9B",1,"LumA",-1.00108465888905
"KRT17",1,"Basal",-1.00103145077055
"NCR3LG1",1,"LumA",-1.00023452966921
