"gene","baseMean","log2FoldChange","lfcSE","pvalue","padj","subtype","comparison","direction","significant"
"FGGY",589.707064942539,-0.648645702480697,0.205306520902905,0.000594624166690215,0.00390166558746425,"Basal","High_Q4_vs_Low_Q1","NS",FALSE
"RPL5P23",21.6445876543628,-0.804466996420825,0.262147561114574,0.000594661512662878,0.00390166558746425,"Basal","High_Q4_vs_Low_Q1","NS",FALSE
"GPRIN2",515.226422604237,-0.836297188552471,0.273660810778873,0.000595423499655379,0.00390523931106088,"Basal","High_Q4_vs_Low_Q1","NS",FALSE
"DPY19L2",121.691422499073,-0.929240429866955,0.310339515894249,0.000596662713130735,0.00391193929867656,"Basal","High_Q4_vs_Low_Q1","NS",FALSE
"AOX1",410.804776892268,1.05323976749371,0.358619752838315,0.000597137128860566,0.00391362193389979,"Basal","High_Q4_vs_Low_Q1","UP",TRUE
"WBP2NL",83.0322041146503,-0.716838410151625,0.22825485587733,0.000597657032967643,0.00391417439484749,"Basal","High_Q4_vs_Low_Q1","NS",FALSE
"ACSM5",41.8827651057406,1.01165347532949,0.343186651146521,0.000597585970141339,0.00391417439484749,"Basal","High_Q4_vs_Low_Q1","UP",TRUE
"FLOT1",9658.49243305299,-0.398886569647702,0.122111202890208,0.000601493363634489,0.00393499717432668,"Basal","High_Q4_vs_Low_Q1","NS",FALSE
"DGAT1",2886.45775781084,-0.519497013625852,0.157514678580031,0.000601418500556373,0.00393499717432668,"Basal","High_Q4_vs_Low_Q1","NS",FALSE
"LOC389906",780.687386817334,-0.519844550588699,0.159389265475738,0.000604768978922381,0.00395354795206042,"Basal","High_Q4_vs_Low_Q1","NS",FALSE
"FAM239C",780.687386817334,-0.519844550588699,0.159389265475738,0.000604768978922381,0.00395354795206042,"Basal","High_Q4_vs_Low_Q1","NS",FALSE
"ZNF428",677.678964496331,-0.657038752434495,0.207859234015064,0.000606939999107431,0.00396629771780351,"Basal","High_Q4_vs_Low_Q1","NS",FALSE
"TMEM86A",562.874625815125,0.517032329264735,0.157736899325905,0.000609886122650461,0.00398265389177015,"Basal","High_Q4_vs_Low_Q1","NS",FALSE
"CRACDL",528.975675441566,-0.685854130646254,0.219365769932541,0.0006097514793751,0.00398265389177015,"Basal","High_Q4_vs_Low_Q1","NS",FALSE
"CLK4",839.303468431691,0.356866146074867,0.106558783089334,0.000610285269064407,0.00398381277528386,"Basal","High_Q4_vs_Low_Q1","NS",FALSE
"ADGRE2",615.839244023829,0.772487805126293,0.248147794422274,0.000611342733551394,0.00398926661752074,"Basal","High_Q4_vs_Low_Q1","NS",FALSE
"DOK7",132.195224322769,-1.22917903909536,0.437502533563577,0.000612253833125231,0.00399376175502487,"Basal","High_Q4_vs_Low_Q1","DOWN",TRUE
"ATL1",586.244017390561,-0.612927192777835,0.19303938271868,0.000612825053184984,0.00399603738417538,"Basal","High_Q4_vs_Low_Q1","NS",FALSE
"TP53TG5",35.1047933666786,-0.70282237782252,0.224206068380552,0.000614269930526951,0.00400330201722298,"Basal","High_Q4_vs_Low_Q1","NS",FALSE
"PPP1R18",6809.13462923608,0.514527301205004,0.155578657906518,0.000614607437845318,0.00400330201722298,"Basal","High_Q4_vs_Low_Q1","NS",FALSE
"LOC107987457",6809.13462923608,0.514527301205004,0.155578657906518,0.000614607437845318,0.00400330201722298,"Basal","High_Q4_vs_Low_Q1","NS",FALSE
"IRF9",166.558913278923,0.699481613302671,0.22179025286632,0.000619009529136068,0.00403051458264648,"Basal","High_Q4_vs_Low_Q1","NS",FALSE
"FREM1",122.498964608454,-0.123738854492336,0.266079207965756,0.000619525043451532,0.00403219058353252,"Basal","High_Q4_vs_Low_Q1","NS",FALSE
"RPL17P34",12.0433584169526,-0.915837849437177,0.305771055682406,0.000619715674793657,0.00403219058353252,"Basal","High_Q4_vs_Low_Q1","NS",FALSE
"MYO1B-AS1",13.5131858434213,-0.865593743232216,0.286126652997443,0.000620875756512731,0.00403827659076739,"Basal","High_Q4_vs_Low_Q1","NS",FALSE
"DGCR11",99.8737883411528,-0.562140208692031,0.174118874265769,0.000621259793368651,0.00403931249878004,"Basal","High_Q4_vs_Low_Q1","NS",FALSE
"DIMT1",682.354459197799,0.372767684231264,0.111366287529905,0.00062363681594742,0.00405330098350491,"Basal","High_Q4_vs_Low_Q1","NS",FALSE
"MTCP1",40.7537626832841,0.494447526402168,0.150646831301965,0.000625697187712548,0.00406522203918373,"Basal","High_Q4_vs_Low_Q1","NS",FALSE
"STK39",1877.2880560164,-0.640602409717694,0.203328237558071,0.000627337167628933,0.00407440413424631,"Basal","High_Q4_vs_Low_Q1","NS",FALSE
"SNRPE",4962.46203387004,-0.472471532975222,0.145855657421665,0.000628776117702797,0.00408080014851461,"Basal","High_Q4_vs_Low_Q1","NS",FALSE
"GP2",40.9340461459043,2.10922367979098,0.776576597847235,0.000631486851307615,0.00409562767472769,"Basal","High_Q4_vs_Low_Q1","UP",TRUE
"C2CD4D",299.866188674821,-0.769546479687681,0.249632561128487,0.00063151657040067,0.00409562767472769,"Basal","High_Q4_vs_Low_Q1","NS",FALSE
"TM6SF1",87.6764479532181,0.704522516759137,0.225384308706733,0.000632073786808163,0.0040977626344623,"Basal","High_Q4_vs_Low_Q1","NS",FALSE
"ZNF350-AS1",33.9889158546294,-0.83611142860821,0.2756100881722,0.000633675694930551,0.00410666639509446,"Basal","High_Q4_vs_Low_Q1","NS",FALSE
"ZNF121",2885.48889415058,-0.478723082625168,0.146708519133443,0.000634717825261724,0.00411193728831234,"Basal","High_Q4_vs_Low_Q1","NS",FALSE
"TMEM106A",499.830318025651,0.51667124014031,0.158660289332839,0.000636624811105007,0.00412280521815066,"Basal","High_Q4_vs_Low_Q1","NS",FALSE
"SYT17",177.553084848308,-0.889861869138416,0.296494634427885,0.000637365530535529,0.00412611525549495,"Basal","High_Q4_vs_Low_Q1","NS",FALSE
"CLHC1",222.580884271367,-0.483261981761343,0.147787829188467,0.000638230254900312,0.00413022539100234,"Basal","High_Q4_vs_Low_Q1","NS",FALSE
"NETO1",54.2387845228655,-1.2017218283016,0.427522644220708,0.000638603951713018,0.00413115608935732,"Basal","High_Q4_vs_Low_Q1","DOWN",TRUE
"MTCL2",6182.5598061929,-0.484168726688047,0.148976082639302,0.000642335236212518,0.00415379867937214,"Basal","High_Q4_vs_Low_Q1","NS",FALSE
"LINC01431",21.0379378081486,-0.724751926972559,0.233519712560255,0.000642576454831734,0.00415386383805075,"Basal","High_Q4_vs_Low_Q1","NS",FALSE
"FOXS1",153.949587473735,-0.809270312651868,0.265604623567793,0.000646351191456333,0.00417676276938575,"Basal","High_Q4_vs_Low_Q1","NS",FALSE
"MAP4K5",2705.81836379382,-0.388464091560203,0.118867173393607,0.000649260182117446,0.0041940527436494,"Basal","High_Q4_vs_Low_Q1","NS",FALSE
"SLC34A2",6650.96339233299,1.14940565604386,0.398199408906031,0.000650689556727208,0.00420177579013462,"Basal","High_Q4_vs_Low_Q1","UP",TRUE
"IFFO1",542.850312988138,0.661071143206008,0.209823301010146,0.000655199072521174,0.00422937590958262,"Basal","High_Q4_vs_Low_Q1","NS",FALSE
"ST6GAL1",6671.85000555456,0.689601448930159,0.214968168372088,0.000655822543446306,0.00423188040512516,"Basal","High_Q4_vs_Low_Q1","NS",FALSE
"SLC25A21",37.4619901645769,-0.945324072489773,0.319900610495121,0.000658822477963842,0.00424971240182635,"Basal","High_Q4_vs_Low_Q1","NS",FALSE
"CYP4F8",12.3621505927314,1.68207765677143,0.648353800395822,0.000659665295246366,0.00425362218187027,"Basal","High_Q4_vs_Low_Q1","UP",TRUE
"STK38L",6262.08317293932,-0.723421609956825,0.235854011683189,0.000660174178349538,0.00425537667113327,"Basal","High_Q4_vs_Low_Q1","NS",FALSE
"TTC23",1042.24713934833,-0.57546972299003,0.179116964027714,0.000663504674951116,0.00427531104824185,"Basal","High_Q4_vs_Low_Q1","NS",FALSE
"ACTN1-DT",11.1657760750105,-0.813235619633678,0.269010391938967,0.000664406585308196,0.00427958808049232,"Basal","High_Q4_vs_Low_Q1","NS",FALSE
